,match_id,ref_id
0,11674,42289
0,11672,42183
0,11673,42175
0,11675,42322
0,11676,42270
0,11678,42289
0,11677,42175
0,11680,42322
0,11679,42183
0,11681,42270
0,11682,42270
0,11684,42322
0,11685,42289
0,11683,42175
0,11686,42183
0,11687,42322
0,11688,42175
0,11689,42289
0,11690,42183
0,11691,42270
0,11693,42322
0,11692,42183
0,11694,42270
0,11695,42175
0,11696,42289
0,11697,42183
0,11698,42270
0,11700,42175
0,11699,42289
0,11701,42322
0,11703,42289
0,11704,42175
0,11702,42183
0,11706,42270
0,11705,42322
0,11709,42183
0,11711,42289
0,11707,42270
0,11708,42175
0,11710,42322
0,11714,42183
0,11712,42322
0,11715,42175
0,11716,42289
0,11713,42270
0,11717,42175
0,11721,42183
0,11720,42322
0,11719,42270
0,11718,42289
0,11723,42175
0,11725,42322
0,11722,42270
0,11724,42183
0,11726,42289
0,11730,42175
0,11727,42322
0,11728,42272
0,11729,42270
0,11731,42183
0,11734,42289
0,11735,42322
0,11732,42270
0,11733,42272
0,11736,42183
0,11738,42175
0,11737,42322
0,11739,42270
0,11740,42289
0,11741,42183
0,11744,42183
0,11745,42175
0,11742,42289
0,11746,42322
0,11743,42270
0,11747,42270
0,11748,42322
0,11749,42175
0,11750,42183
0,11751,42289
0,11753,42175
0,11752,42270
0,11754,42322
0,11755,42183
0,11756,42289
0,11757,42322
0,11758,42183
0,11760,42175
0,11759,42289
0,11761,42270
0,11763,42183
0,11762,42175
0,11764,42175
0,11765,42183
0,11766,42183
0,11767,42175
0,11768,42175
0,11769,42175
