,match_id,ref_id
0,12336,42269
0,12335,10442
0,12337,10157
0,12338,42270
0,12340,42186
0,12339,42183
0,12342,42270
0,12341,42183
0,12343,42186
0,12346,10157
0,12344,10442
0,12344,42314
0,12345,42269
0,12347,42270
0,12349,42269
0,12348,42275
0,12350,42186
0,12351,42268
0,12352,10157
0,12353,42270
0,12355,42183
0,12354,10157
0,12357,42275
0,12358,42270
0,12356,42269
0,12360,10157
0,12361,42183
0,12359,42270
0,12364,42186
0,12362,42269
0,12363,42275
0,12366,42183
0,12367,42186
0,12365,10157
0,12370,42275
0,12368,42269
0,12369,42270
0,12375,42183
0,12373,42186
0,12371,42269
0,12376,42275
0,12372,10157
0,12374,42270
0,12377,10157
0,12378,10442
0,12379,42186
0,12380,42183
0,12382,42269
0,12381,42270
0,12386,10157
0,12387,42183
0,12383,42270
0,12384,42269
0,12385,42186
0,12388,10442
0,12389,42186
0,12390,42183
0,12391,5894
0,12394,10157
0,12392,42270
0,12393,42269
0,12396,42276
0,12395,10157
0,12399,5894
0,12400,42186
0,12398,42183
0,12397,42269
0,12401,42269
0,12403,5894
0,12402,10157
0,12404,42276
0,12408,10157
0,12409,42276
0,12407,5894
0,12411,42186
0,12410,42183
0,12412,42269
0,12414,42183
0,12413,42269
0,12415,42277
0,12416,42186
0,12417,42276
0,12418,42270
0,12405,42183
0,12420,10157
0,12419,42270
0,12421,42277
0,12422,42269
0,12424,42186
0,12423,42276
0,12406,42186
0,12426,42276
0,12427,10157
0,12429,42186
0,12425,42277
0,12430,42269
0,12428,5894
0,12431,42276
0,12432,42183
0,12436,42269
0,12434,42277
0,12433,10157
0,12435,42186
0,12438,42276
0,12437,42183
0,12440,42186
0,12441,10157
0,12442,5894
0,12439,42277
0,12445,42269
0,12443,42186
0,12444,42183
0,12446,42276
0,12448,42277
0,12447,10157
0,12449,42269
0,12451,42183
0,12450,42276
0,12453,42186
0,12452,10157
0,12454,42277
0,12455,42277
0,12456,42276
0,12457,42183
0,12460,42186
0,12459,42269
0,12458,10157
0,12461,42183
0,12463,42277
0,12462,42276
0,12465,42269
0,12466,10157
0,12464,42186
0,12467,42183
0,12468,42183
0,12469,42183
0,12470,42183
