,match_id,ref_id
0,8376,42158
0,8377,42348
0,8374,42226
0,8375,42225
0,8378,42228
0,8379,42158
0,8380,42348
0,8381,42613
0,8383,42348
0,8385,42158
0,8384,42226
0,8382,42229
0,8387,42348
0,8388,42226
0,8386,42225
0,8389,42158
0,8391,42225
0,8392,42158
0,8393,42348
0,8390,42226
0,8394,42348
0,8396,42226
0,8395,42225
0,8397,42158
0,8398,42225
0,8400,42348
0,8399,42226
0,8401,42158
0,8402,42225
0,8404,42226
0,8405,42348
0,8403,8789
0,8407,42158
0,8406,8789
0,8408,42226
0,8409,42348
0,8410,42226
0,8412,8789
0,8411,42158
0,8413,42348
0,8414,42226
0,8416,42158
0,8417,42348
0,8415,8789
0,8418,42348
0,8421,42158
0,8420,42223
0,8419,42226
0,8423,42158
0,8425,42348
0,8424,42229
0,8422,42223
0,8429,42226
0,8427,42348
0,8428,42158
0,8426,42223
