,match_id,ref_id
0,13015,42269
0,13016,42137
0,13018,42281
0,13019,5894
0,13017,42186
0,13020,42280
0,13021,42281
0,13022,42137
0,13026,42269
0,13023,42280
0,13024,42186
0,13025,5894
0,13027,5894
0,13028,42281
0,13030,42269
0,13029,42137
0,13031,42280
0,13032,42186
0,13033,5894
0,13034,42137
0,13035,42280
0,13036,42186
0,13037,42281
0,13038,42269
0,13039,42186
0,13040,42280
0,13043,42137
0,13041,5894
0,13044,42281
0,13042,42269
0,13047,42280
0,13048,42186
0,13049,42281
0,13045,42269
0,13046,5894
0,13050,42137
0,13051,5894
0,13052,42276
0,13056,42280
0,13054,42137
0,13053,42281
0,13055,42186
0,13057,42137
0,13058,42186
0,13062,42269
0,13061,5894
0,13060,42279
0,13059,42276
0,13063,42279
0,13064,5894
0,13066,42137
0,13067,42276
0,13065,42269
0,13068,42186
0,13069,42186
0,13070,5894
0,13073,42279
0,13074,42276
0,13072,42269
0,13071,42137
0,13075,42186
0,13079,42276
0,13077,42137
0,13078,5894
0,13080,42269
0,13076,5894
0,13081,42186
0,13083,42137
0,13086,42269
0,13082,42276
0,13084,5894
0,13085,42279
0,13087,42186
0,13088,42276
0,13089,42137
0,13091,42279
0,13090,42269
0,13092,5894
0,13093,42276
0,13094,42186
0,13095,42269
0,13096,42137
0,13097,5894
0,13098,42279
0,13099,42269
0,13100,42276
0,13101,5894
0,13103,42279
0,13104,42186
0,13102,42137
0,13106,42276
0,13105,5894
0,13108,42269
0,13109,42279
0,13110,42137
0,13107,12514
0,13111,42137
0,13112,42186
0,13113,42186
0,13114,42279
0,13115,42269
0,13116,42276
0,13117,5894
0,13120,42137
0,13118,42276
0,13119,42269
0,13122,12514
0,13121,42279
0,13123,42269
0,13124,42279
0,13125,42186
0,13126,5894
0,13127,42281
0,13128,42276
0,13129,42186
0,13134,42279
0,13131,42281
0,13133,5894
0,13132,42205
0,13130,42276
0,13136,5894
0,13135,42186
0,13138,42276
0,13140,42279
0,13137,42205
0,13139,42269
0,13141,42186
0,13144,42279
0,13145,42205
0,13142,5894
0,13143,42276
0,13146,42269
0,13147,42186
0,13148,42186
0,13149,42186
0,13150,42186
