,match_id,ref_id
0,9153,42249
0,9154,8620
0,9156,42348
0,9155,42247
0,9159,42250
0,9157,42239
0,9158,42348
0,9160,8620
0,9161,42348
0,9164,42239
0,9162,8620
0,9163,42250
0,9167,42244
0,9168,42250
0,9165,8620
0,9166,42239
0,9170,8620
0,9172,42250
0,9171,42348
0,9169,42239
0,9174,42239
0,9173,42348
0,9175,42250
0,9176,8620
0,9177,42250
0,9180,42239
0,9178,42348
0,9179,42251
0,9183,42250
0,9184,42247
0,9181,8620
0,9182,42348
0,9185,42247
0,9186,42250
0,9188,42348
0,9187,8620
0,9191,42250
0,9189,42348
0,9190,42247
0,9192,8620
0,9194,42247
0,9196,42249
0,9193,42348
0,9195,42250
0,9198,42348
0,9197,42250
0,9200,42251
0,9199,8620
0,9201,42348
0,9204,42251
0,9203,42250
0,9202,8620
0,9206,8620
0,9207,42250
0,9205,42348
0,9208,42251
0,9212,42249
0,9209,42348
0,9210,42251
0,9211,8620
0,9214,42251
0,9215,42247
0,9213,8620
0,9216,42249
0,9217,42251
0,9218,42249
0,9219,8620
0,9220,42247
0,9222,42249
0,9223,42247
0,9221,8620
0,9224,42251
0,9225,8620
0,9226,8620
0,9227,8620
