,match_id,ref_id
0,4011,42073
0,4006,42094
0,4012,42074
0,4008,42087
0,4010,42076
0,4007,42089
0,4009,42083
0,4062,42076
0,4017,42074
0,4013,42094
0,4018,42073
0,4016,42083
0,4014,42089
0,4015,42087
0,4075,42076
0,4076,42073
0,4077,42074
0,4078,42094
0,4079,42089
0,4081,42087
0,4080,42083
0,4082,42073
0,4083,42087
0,4085,42093
0,4084,42083
0,4086,42089
0,4088,42094
0,4087,42074
0,4096,42076
0,4097,42093
0,4098,42074
0,4099,42083
0,4100,42094
0,4101,42089
0,4102,42087
0,4095,42076
0,4103,42087
0,4111,42093
0,4110,42083
0,4112,42089
0,4113,42073
0,4113,42130
0,4126,42094
0,4127,42083
0,4128,42089
0,4129,42093
0,4130,42094
0,4131,42074
0,4132,42087
0,4133,42076
0,4148,42074
0,4153,42087
0,4154,42094
0,4155,42083
0,4156,42093
0,4157,42089
0,4158,42076
0,4182,42089
0,4184,42134
0,4183,42093
0,4185,42083
0,4188,42076
0,4186,42074
0,4187,42094
0,4191,42089
0,4190,42076
0,4189,42093
0,4192,42087
0,4194,42134
0,4195,42135
0,4193,42074
0,4208,42076
0,4209,42135
0,4210,42093
0,4211,42089
0,4212,42083
0,4213,42087
0,4214,42083
0,4215,42093
0,4216,42076
0,4217,42134
0,4218,42087
0,4219,42074
0,4220,42073
0,4221,42074
0,4222,42134
0,4223,42073
0,4224,42135
0,4225,42087
0,4226,42083
0,4227,42076
0,4240,42087
0,4241,42135
0,4242,42074
0,4243,42134
0,4244,42094
0,4245,42073
0,4246,42093
0,4247,42083
0,4248,42093
0,4249,42074
0,4250,42094
0,4251,42135
0,4252,42073
0,4253,42087
0,4254,42074
0,4255,42134
0,4256,42094
0,4257,42073
0,4258,42089
0,4259,42087
0,4260,42093
0,4283,42074
0,4284,42134
0,4285,42094
0,4286,42083
0,4287,42087
0,4288,42073
0,4289,42074
0,4290,42073
0,4292,42134
0,4291,42083
0,4293,42087
0,4294,42076
0,4295,42089
0,4296,42076
0,4297,42074
0,4298,42134
0,4299,42135
0,4300,42073
0,4301,42083
0,4302,42089
0,4309,42076
0,4310,42135
0,4312,42093
0,4311,42083
0,4313,42087
0,4314,42073
0,4315,42089
0,4316,42087
0,4317,42083
0,4318,42076
0,4319,42089
0,4320,42073
0,4321,42074
0,4322,42093
0,4323,42076
0,4324,42089
0,4325,42074
0,4326,42073
0,4327,42093
0,4329,42134
0,4328,42083
0,6885,42073
0,6886,42093
0,6887,42083
0,6888,42089
0,6889,42087
0,6890,42074
0,6891,42076
0,6892,42076
0,6893,42089
0,6894,42083
0,6895,42074
0,6896,42073
0,6898,42094
0,6897,42087
0,6899,42074
0,6900,42087
0,6902,42076
0,6901,42073
0,6903,42094
0,6904,42130
0,6905,42083
0,6906,42087
0,6907,42076
0,6908,42073
0,6909,42094
0,6910,42074
0,6911,42083
0,6912,42130
0,6913,42074
0,6914,42073
0,6915,42087
0,6916,42076
0,6917,42073
0,6918,42076
0,6919,42073
0,6920,42076
0,6921,42073
