,match_id,ref_id
0,10087,42334
0,10088,42266
0,10090,5776
0,10089,42347
0,10091,42334
0,10092,42347
0,10094,42266
0,10093,5776
0,10095,5776
0,10098,42334
0,10097,42266
0,10096,20766
0,10100,42334
0,10102,5776
0,10099,20766
0,10101,42266
0,10104,42334
0,10106,42266
0,10103,5776
0,10105,20766
0,10107,42334
0,10110,5776
0,10109,42266
0,10108,20766
0,10112,42334
0,10113,5776
0,10114,42347
0,10111,42266
0,10116,20766
0,10115,42347
0,10118,42334
0,10117,5776
0,10119,42347
0,10121,5776
0,10120,42334
0,10122,42266
0,10125,42347
0,10123,42266
0,10124,5776
0,10126,42334
0,10128,42334
0,10129,42313
0,10127,42347
0,10130,42266
0,10132,42266
0,10133,42347
0,10131,42313
0,10134,5776
0,10135,42347
0,10138,42334
0,10137,42313
0,10136,42290
0,10140,5776
0,10142,42347
0,10141,42314
0,10139,42290
0,10143,42347
0,10144,42347
0,10145,42347
