,match_id,ref_id
0,9812,42347
0,9811,20766
0,9813,42262
0,9814,8846
0,9816,42262
0,9815,42347
0,9818,8846
0,9817,20766
0,9821,42263
0,9822,8846
0,9819,42347
0,9820,20766
0,9823,42264
0,9824,42263
0,9825,42263
0,9826,42347
0,9827,42347
0,9828,42262
0,9830,8846
0,9829,42263
0,9834,8846
0,9833,42347
0,9831,42263
0,9832,42265
0,9836,42263
0,9838,42347
0,9835,8846
0,9837,9182
0,9839,42263
0,9840,42347
0,9842,8846
0,9841,20766
0,9846,42263
0,9843,42347
0,9844,20766
0,9845,8846
0,9848,8846
0,9847,20766
0,9849,42263
0,9850,42347
0,9852,42263
0,9853,20766
0,9851,42347
0,9854,8846
0,9856,42347
0,9855,20766
0,9857,42263
0,9858,8846
0,9860,42263
0,9861,20766
0,9862,42347
0,9859,8846
0,9864,8846
0,9865,20766
0,9866,42347
0,9863,42265
0,9870,42265
0,9868,8846
0,9867,42263
0,9869,42347
0,9871,42347
0,9872,8846
0,9873,8846
