,match_id,ref_id
0,6183,42071
0,6184,42081
0,6185,42063
0,6187,42098
0,6188,42077
0,6189,42078
0,6190,42092
0,6186,42096
0,6192,42077
0,6191,42071
0,6193,42092
0,6194,42063
0,6195,42081
0,6198,42096
0,6197,42098
0,6196,42078
0,6199,42077
0,6201,42092
0,6200,42071
0,6205,42078
0,6204,42096
0,6206,42063
0,6202,42098
0,6203,42081
0,6207,42063
0,6208,42077
0,6209,42078
0,6210,42081
0,6212,42092
0,6213,42098
0,6211,42096
0,6214,42071
0,6215,42078
0,6216,42077
0,6217,42060
0,6218,42081
0,6221,42098
0,6219,42063
0,6222,42061
0,6220,42071
0,6223,42098
0,6224,42060
0,6230,42071
0,6229,42061
0,6228,42078
0,6225,42063
0,6227,42077
0,6226,42081
0,6231,42071
0,6232,42063
0,6233,42077
0,6234,42098
0,6235,42081
0,6236,42078
0,6237,42061
0,6238,42060
0,6239,42081
0,6240,42063
0,6241,42078
0,6242,42098
0,6244,42071
0,6243,42060
0,6245,42077
0,6246,42061
0,6247,42077
0,6248,42060
0,6249,42078
0,6251,42061
0,6252,42081
0,6250,42098
0,6253,42076
0,6254,42063
0,6255,42077
0,6256,42081
0,6258,42063
0,6261,42078
0,6257,42071
0,6259,42061
0,6260,42060
0,6262,42076
0,6264,42071
0,6263,42063
0,6266,42098
0,6267,42060
0,6269,42078
0,6270,42061
0,6265,42081
0,6268,42077
0,6271,42081
0,6272,42078
0,6277,42077
0,6274,42063
0,6273,42060
0,6276,42061
0,6278,42098
0,6275,42076
0,6279,42077
0,6280,42060
0,6282,42098
0,6283,42081
0,6284,42078
0,6281,42063
0,6286,42061
0,6285,42071
0,6287,42081
0,6288,42061
0,6289,42077
0,6290,42071
0,6293,42076
0,6291,42063
0,6292,42078
0,6294,42060
0,6295,42061
0,6296,42098
0,6297,42063
0,6299,42076
0,6300,42081
0,6298,42071
0,6302,42060
0,6301,42078
0,6303,42098
0,6304,42061
0,6305,42060
0,6307,42063
0,6309,42081
0,6306,42078
0,6310,42071
0,6308,42076
0,6311,42078
0,6312,42098
0,6316,42063
0,6317,42071
0,6318,42060
0,6313,42077
0,6314,42081
0,6315,42061
0,6319,42077
0,6320,42098
0,6322,42061
0,6321,42060
0,6324,42078
0,6326,42071
0,6325,42063
0,6323,42081
0,6327,42098
0,6328,42077
0,6330,42061
0,6331,42063
0,6332,42060
0,6333,42078
0,6329,42071
0,6334,42081
0,6335,42071
0,6336,42098
0,6342,42081
0,6340,42063
0,6337,42061
0,6338,42077
0,6341,42060
0,6339,42078
0,6343,42098
0,6344,42078
0,6347,42071
0,6348,42077
0,6349,42063
0,6345,42061
0,6350,42060
0,6346,42081
0,6351,42098
0,6352,42061
0,6353,42081
0,6354,42060
0,6355,42071
0,6357,42078
0,6356,42063
0,6358,42077
0,6359,42098
0,6360,42078
0,6361,42078
0,6362,42098
0,6363,42098
0,6364,42098
