,match_id,ref_id
0,8489,42348
0,8487,42228
0,8488,8789
0,8486,42226
0,8490,42228
0,8491,42226
0,8493,42348
0,8492,8789
0,8494,42228
0,8495,8789
0,8497,42348
0,8496,42226
0,8499,8789
0,8500,42226
0,8498,42228
0,8501,42348
0,8504,42226
0,8505,42348
0,8503,8789
0,8502,42236
0,8507,42228
0,8508,8789
0,8506,42226
0,8509,42348
0,8510,42236
0,8513,42348
0,8511,8789
0,8512,42226
0,8514,42236
0,8516,8789
0,8517,42348
0,8515,42226
0,8519,42236
0,8518,42348
0,8520,8789
0,8521,42226
0,8524,42232
0,8523,8789
0,8525,42226
0,8522,42236
0,8526,42226
0,8528,42236
0,8529,8789
0,8527,42232
0,8530,42225
0,8531,42236
0,8533,42226
0,8532,42348
0,8534,42234
0,8536,42232
0,8537,42226
0,8535,42236
0,8539,42348
0,8538,42226
0,8541,42232
0,8540,42236
