,match_id,ref_id
0,9229,8846
0,9230,42250
0,9228,42251
0,9231,8620
0,9232,42247
0,9234,42250
0,9233,8620
0,9235,8846
0,9238,42252
0,9236,8620
0,9237,8846
0,9239,42251
0,9241,42253
0,9240,42252
0,9242,8846
0,9243,8620
0,9244,42251
0,9247,42252
0,9246,8620
0,9245,8846
0,9251,8846
0,9248,42254
0,9250,8620
0,9249,42252
0,9255,42254
0,9252,8620
0,9253,42252
0,9254,8846
0,9259,8846
0,9257,8620
0,9256,42253
0,9258,42255
0,9260,42253
0,9262,42252
0,9261,42255
0,9263,8620
0,9266,8620
0,9267,42252
0,9264,42253
0,9265,42251
0,9269,42251
0,9270,8620
0,9268,42256
0,9271,42252
0,9272,42252
0,9273,42251
0,9274,42256
0,9275,42257
0,9278,42247
0,9276,42252
0,9277,42251
0,9279,42256
0,9282,8620
0,9283,42256
0,9280,42252
0,9281,42251
0,9285,42252
0,9286,42247
0,9284,8620
0,9287,42253
0,9290,42247
0,9291,8620
0,9288,42252
0,9289,42253
0,9295,8620
0,9292,42253
0,9293,42252
0,9294,42247
0,9298,8620
0,9296,42247
0,9297,42253
0,9299,42252
0,9300,42252
0,9301,8620
0,9302,8620
