,match_id,coach_id,team
0,63019,2350,"Newcastle (W)
KNIGHTS"
0,63019,17710,"Sydney (W)
ROOSTERS"
0,63020,392,"Cronulla (W)
SHARKS"
0,63020,34645,"North Queensland (W)
COWBOYS"
0,63021,59,"Brisbane (W)
BRONCOS"
0,63021,543,"Parramatta (W)
EELS"
0,63022,1388,"St George Illawarra (W)
DRAGONS"
0,63022,33957,"Gold Coast (W)
TITANS"
0,63023,293,WESTS TIGERS (W)
0,63023,44728,"Canberra (W)
RAIDERS"
0,63024,44728,"Canberra (W)
RAIDERS"
0,63024,2350,"Newcastle (W)
KNIGHTS"
0,63025,33957,"Gold Coast (W)
TITANS"
0,63025,293,WESTS TIGERS (W)
0,63026,543,"Parramatta (W)
EELS"
0,63026,392,"Cronulla (W)
SHARKS"
0,63027,17710,"Sydney (W)
ROOSTERS"
0,63027,59,"Brisbane (W)
BRONCOS"
0,63028,34645,"North Queensland (W)
COWBOYS"
0,63028,1388,"St George Illawarra (W)
DRAGONS"
0,63033,17710,"Sydney (W)
ROOSTERS"
0,63033,293,WESTS TIGERS (W)
0,63032,44728,"Canberra (W)
RAIDERS"
0,63032,392,"Cronulla (W)
SHARKS"
0,63029,34645,"North Queensland (W)
COWBOYS"
0,63029,543,"Parramatta (W)
EELS"
0,63030,59,"Brisbane (W)
BRONCOS"
0,63030,33957,"Gold Coast (W)
TITANS"
0,63031,2350,"Newcastle (W)
KNIGHTS"
0,63031,1388,"St George Illawarra (W)
DRAGONS"
0,63034,59,"Brisbane (W)
BRONCOS"
0,63034,44728,"Canberra (W)
RAIDERS"
0,63035,34645,"North Queensland (W)
COWBOYS"
0,63035,33957,"Gold Coast (W)
TITANS"
0,63036,1388,"St George Illawarra (W)
DRAGONS"
0,63036,17710,"Sydney (W)
ROOSTERS"
0,63037,392,"Cronulla (W)
SHARKS"
0,63037,2350,"Newcastle (W)
KNIGHTS"
0,63038,293,WESTS TIGERS (W)
0,63038,543,"Parramatta (W)
EELS"
0,63039,543,"Parramatta (W)
EELS"
0,63039,2350,"Newcastle (W)
KNIGHTS"
0,63040,44728,"Canberra (W)
RAIDERS"
0,63040,34645,"North Queensland (W)
COWBOYS"
0,63041,33957,"Gold Coast (W)
TITANS"
0,63041,17710,"Sydney (W)
ROOSTERS"
0,63042,293,WESTS TIGERS (W)
0,63042,59,"Brisbane (W)
BRONCOS"
0,63043,1388,"St George Illawarra (W)
DRAGONS"
0,63043,392,"Cronulla (W)
SHARKS"
0,63044,33957,"Gold Coast (W)
TITANS"
0,63044,392,"Cronulla (W)
SHARKS"
0,63045,543,"Parramatta (W)
EELS"
0,63045,1388,"St George Illawarra (W)
DRAGONS"
0,63046,2350,"Newcastle (W)
KNIGHTS"
0,63046,293,WESTS TIGERS (W)
0,63047,59,"Brisbane (W)
BRONCOS"
0,63047,34645,"North Queensland (W)
COWBOYS"
0,63048,17710,"Sydney (W)
ROOSTERS"
0,63048,44728,"Canberra (W)
RAIDERS"
0,63053,34645,"North Queensland (W)
COWBOYS"
0,63053,293,WESTS TIGERS (W)
0,63049,1388,"St George Illawarra (W)
DRAGONS"
0,63049,44728,"Canberra (W)
RAIDERS"
0,63050,392,"Cronulla (W)
SHARKS"
0,63050,17710,"Sydney (W)
ROOSTERS"
0,63051,543,"Parramatta (W)
EELS"
0,63051,33957,"Gold Coast (W)
TITANS"
0,63052,2350,"Newcastle (W)
KNIGHTS"
0,63052,59,"Brisbane (W)
BRONCOS"
0,63054,293,WESTS TIGERS (W)
0,63054,1388,"St George Illawarra (W)
DRAGONS"
0,63055,59,"Brisbane (W)
BRONCOS"
0,63055,392,"Cronulla (W)
SHARKS"
0,63056,33957,"Gold Coast (W)
TITANS"
0,63056,2350,"Newcastle (W)
KNIGHTS"
0,63057,17710,"Sydney (W)
ROOSTERS"
0,63057,34645,"North Queensland (W)
COWBOYS"
0,63058,44728,"Canberra (W)
RAIDERS"
0,63058,543,"Parramatta (W)
EELS"
0,63059,392,"Cronulla (W)
SHARKS"
0,63059,293,WESTS TIGERS (W)
0,63060,1388,"St George Illawarra (W)
DRAGONS"
0,63060,59,"Brisbane (W)
BRONCOS"
0,63061,34645,"North Queensland (W)
COWBOYS"
0,63061,2350,"Newcastle (W)
KNIGHTS"
0,63062,44728,"Canberra (W)
RAIDERS"
0,63062,33957,"Gold Coast (W)
TITANS"
0,63063,543,"Parramatta (W)
EELS"
0,63063,17710,"Sydney (W)
ROOSTERS"
0,103141,59,"Brisbane (W)
BRONCOS"
0,103141,392,"Cronulla (W)
SHARKS"
0,103142,17710,"Sydney (W)
ROOSTERS"
0,103142,2350,"Newcastle (W)
KNIGHTS"
0,103148,17710,"Sydney (W)
ROOSTERS"
0,103148,392,"Cronulla (W)
SHARKS"
