,match_id,coach_id,team
0,45777,1388,"St George Illawarra (W)
DRAGONS"
0,45777,1383,"Gold Coast (W)
TITANS"
0,45778,17710,"Sydney (W)
ROOSTERS"
0,45778,30181,"Brisbane (W)
BRONCOS"
0,45779,31595,"Newcastle (W)
KNIGHTS"
0,45779,771,"Parramatta (W)
EELS"
0,45784,31595,"Newcastle (W)
KNIGHTS"
0,45784,30181,"Brisbane (W)
BRONCOS"
0,45785,17710,"Sydney (W)
ROOSTERS"
0,45785,1383,"Gold Coast (W)
TITANS"
0,45786,1388,"St George Illawarra (W)
DRAGONS"
0,45786,771,"Parramatta (W)
EELS"
0,45795,17710,"Sydney (W)
ROOSTERS"
0,45795,31595,"Newcastle (W)
KNIGHTS"
0,45796,1388,"St George Illawarra (W)
DRAGONS"
0,45796,30181,"Brisbane (W)
BRONCOS"
0,45797,771,"Parramatta (W)
EELS"
0,45797,1383,"Gold Coast (W)
TITANS"
0,45915,1383,"Gold Coast (W)
TITANS"
0,45915,30181,"Brisbane (W)
BRONCOS"
0,45917,31595,"Newcastle (W)
KNIGHTS"
0,45917,1388,"St George Illawarra (W)
DRAGONS"
0,45916,771,"Parramatta (W)
EELS"
0,45916,17710,"Sydney (W)
ROOSTERS"
0,46057,1388,"St George Illawarra (W)
DRAGONS"
0,46057,17710,"Sydney (W)
ROOSTERS"
0,46059,30181,"Brisbane (W)
BRONCOS"
0,46059,771,"Parramatta (W)
EELS"
0,46058,1383,"Gold Coast (W)
TITANS"
0,46058,31595,"Newcastle (W)
KNIGHTS"
0,46092,1388,"St George Illawarra (W)
DRAGONS"
0,46092,1383,"Gold Coast (W)
TITANS"
0,46093,30181,"Brisbane (W)
BRONCOS"
0,46093,17710,"Sydney (W)
ROOSTERS"
0,46102,1388,"St George Illawarra (W)
DRAGONS"
0,46102,17710,"Sydney (W)
ROOSTERS"
