,match_id,coach_id,team
0,57011,33957,"Gold Coast (W)
TITANS"
0,57011,2350,"North Queensland (W)
COWBOYS"
0,57012,33995,"Newcastle (W)
KNIGHTS"
0,57012,1388,"St George Illawarra (W)
DRAGONS"
0,57013,59,"Brisbane (W)
BRONCOS"
0,57013,17710,"Sydney (W)
ROOSTERS"
0,57014,771,"Parramatta (W)
EELS"
0,57014,293,WESTS TIGERS (W)
0,57015,392,"Cronulla (W)
SHARKS"
0,57015,44728,"Canberra (W)
RAIDERS"
0,57016,59,"Brisbane (W)
BRONCOS"
0,57016,33957,"Gold Coast (W)
TITANS"
0,57017,44728,"Canberra (W)
RAIDERS"
0,57017,17710,"Sydney (W)
ROOSTERS"
0,57018,1388,"St George Illawarra (W)
DRAGONS"
0,57018,771,"Parramatta (W)
EELS"
0,57019,33995,"Newcastle (W)
KNIGHTS"
0,57019,2350,"North Queensland (W)
COWBOYS"
0,57020,293,WESTS TIGERS (W)
0,57020,392,"Cronulla (W)
SHARKS"
0,57021,17710,"Sydney (W)
ROOSTERS"
0,57021,1388,"St George Illawarra (W)
DRAGONS"
0,57022,2350,"North Queensland (W)
COWBOYS"
0,57022,59,"Brisbane (W)
BRONCOS"
0,57023,392,"Cronulla (W)
SHARKS"
0,57023,33957,"Gold Coast (W)
TITANS"
0,57024,771,"Parramatta (W)
EELS"
0,57024,33995,"Newcastle (W)
KNIGHTS"
0,57025,44728,"Canberra (W)
RAIDERS"
0,57025,293,WESTS TIGERS (W)
0,57026,1388,"St George Illawarra (W)
DRAGONS"
0,57026,44728,"Canberra (W)
RAIDERS"
0,57027,2350,"North Queensland (W)
COWBOYS"
0,57027,293,WESTS TIGERS (W)
0,57028,59,"Brisbane (W)
BRONCOS"
0,57028,771,"Parramatta (W)
EELS"
0,57029,392,"Cronulla (W)
SHARKS"
0,57029,17710,"Sydney (W)
ROOSTERS"
0,57030,33995,"Newcastle (W)
KNIGHTS"
0,57030,33957,"Gold Coast (W)
TITANS"
0,57031,2350,"North Queensland (W)
COWBOYS"
0,57031,392,"Cronulla (W)
SHARKS"
0,57032,293,WESTS TIGERS (W)
0,57032,1388,"St George Illawarra (W)
DRAGONS"
0,57033,33957,"Gold Coast (W)
TITANS"
0,57033,17710,"Sydney (W)
ROOSTERS"
0,57034,33995,"Newcastle (W)
KNIGHTS"
0,57034,59,"Brisbane (W)
BRONCOS"
0,57035,44728,"Canberra (W)
RAIDERS"
0,57035,771,"Parramatta (W)
EELS"
0,57036,771,"Parramatta (W)
EELS"
0,57036,2350,"North Queensland (W)
COWBOYS"
0,57037,1388,"St George Illawarra (W)
DRAGONS"
0,57037,33957,"Gold Coast (W)
TITANS"
0,57038,17710,"Sydney (W)
ROOSTERS"
0,57038,293,WESTS TIGERS (W)
0,57039,59,"Brisbane (W)
BRONCOS"
0,57039,44728,"Canberra (W)
RAIDERS"
0,57040,33995,"Newcastle (W)
KNIGHTS"
0,57040,392,"Cronulla (W)
SHARKS"
0,57041,44728,"Canberra (W)
RAIDERS"
0,57041,33995,"Newcastle (W)
KNIGHTS"
0,57042,59,"Brisbane (W)
BRONCOS"
0,57042,392,"Cronulla (W)
SHARKS"
0,57043,2350,"North Queensland (W)
COWBOYS"
0,57043,1388,"St George Illawarra (W)
DRAGONS"
0,57044,33957,"Gold Coast (W)
TITANS"
0,57044,293,WESTS TIGERS (W)
0,57045,17710,"Sydney (W)
ROOSTERS"
0,57045,771,"Parramatta (W)
EELS"
0,57046,392,"Cronulla (W)
SHARKS"
0,57046,1388,"St George Illawarra (W)
DRAGONS"
0,57047,293,WESTS TIGERS (W)
0,57047,59,"Brisbane (W)
BRONCOS"
0,57048,33995,"Newcastle (W)
KNIGHTS"
0,57048,17710,"Sydney (W)
ROOSTERS"
0,57049,2350,"North Queensland (W)
COWBOYS"
0,57049,44728,"Canberra (W)
RAIDERS"
0,57050,33957,"Gold Coast (W)
TITANS"
0,57050,771,"Parramatta (W)
EELS"
0,57051,293,WESTS TIGERS (W)
0,57051,33995,"Newcastle (W)
KNIGHTS"
0,57052,17710,"Sydney (W)
ROOSTERS"
0,57052,2350,"North Queensland (W)
COWBOYS"
0,57053,1388,"St George Illawarra (W)
DRAGONS"
0,57053,59,"Brisbane (W)
BRONCOS"
0,57054,771,"Parramatta (W)
EELS"
0,57054,392,"Cronulla (W)
SHARKS"
0,57055,44728,"Canberra (W)
RAIDERS"
0,57055,33957,"Gold Coast (W)
TITANS"
0,58464,33995,"Newcastle (W)
KNIGHTS"
0,58464,59,"Brisbane (W)
BRONCOS"
0,58465,17710,"Sydney (W)
ROOSTERS"
0,58465,33957,"Gold Coast (W)
TITANS"
0,58466,33995,"Newcastle (W)
KNIGHTS"
0,58466,33957,"Gold Coast (W)
TITANS"
