,match_id,coach_id,team
0,52924,771,"Parramatta (W)
EELS"
0,52924,17710,"Sydney (W)
ROOSTERS"
0,52925,1388,"St George Illawarra (W)
DRAGONS"
0,52925,33957,"Gold Coast (W)
TITANS"
0,52926,33995,"Newcastle (W)
KNIGHTS"
0,52926,30181,"Brisbane (W)
BRONCOS"
0,52953,30181,"Brisbane (W)
BRONCOS"
0,52953,17710,"Sydney (W)
ROOSTERS"
0,52954,771,"Parramatta (W)
EELS"
0,52954,1388,"St George Illawarra (W)
DRAGONS"
0,52955,33957,"Gold Coast (W)
TITANS"
0,52955,33995,"Newcastle (W)
KNIGHTS"
0,53703,17710,"Sydney (W)
ROOSTERS"
0,53703,1388,"St George Illawarra (W)
DRAGONS"
0,53704,30181,"Brisbane (W)
BRONCOS"
0,53704,33957,"Gold Coast (W)
TITANS"
0,53705,33995,"Newcastle (W)
KNIGHTS"
0,53705,771,"Parramatta (W)
EELS"
0,53729,33957,"Gold Coast (W)
TITANS"
0,53729,771,"Parramatta (W)
EELS"
0,53730,1388,"St George Illawarra (W)
DRAGONS"
0,53730,30181,"Brisbane (W)
BRONCOS"
0,53731,17710,"Sydney (W)
ROOSTERS"
0,53731,33995,"Newcastle (W)
KNIGHTS"
0,53744,30181,"Brisbane (W)
BRONCOS"
0,53744,771,"Parramatta (W)
EELS"
0,53745,33957,"Gold Coast (W)
TITANS"
0,53745,17710,"Sydney (W)
ROOSTERS"
0,53746,1388,"St George Illawarra (W)
DRAGONS"
0,53746,33995,"Newcastle (W)
KNIGHTS"
0,53768,33995,"Newcastle (W)
KNIGHTS"
0,53768,1388,"St George Illawarra (W)
DRAGONS"
0,53769,17710,"Sydney (W)
ROOSTERS"
0,53769,771,"Parramatta (W)
EELS"
0,53776,33995,"Newcastle (W)
KNIGHTS"
0,53776,771,"Parramatta (W)
EELS"
