,match_id,coach_id,team
0,44896,30127,"Sydney (W)
ROOSTERS"
0,44896,30128,NEW ZEALAND WARRIORS (W)
0,44897,30146,"Brisbane (W)
BRONCOS"
0,44897,30147,"St George Illawarra (W)
DRAGONS"
0,44898,30127,"Sydney (W)
ROOSTERS"
0,44898,30146,"Brisbane (W)
BRONCOS"
0,44899,30147,"St George Illawarra (W)
DRAGONS"
0,44899,30128,NEW ZEALAND WARRIORS (W)
0,44900,30146,"Brisbane (W)
BRONCOS"
0,44900,30128,NEW ZEALAND WARRIORS (W)
0,44901,30127,"Sydney (W)
ROOSTERS"
0,44901,30147,"St George Illawarra (W)
DRAGONS"
0,44902,30146,"Brisbane (W)
BRONCOS"
0,44902,30127,"Sydney (W)
ROOSTERS"
