,match_id,coach_id,team
0,35835,1202,"Cronulla Sutherland
SHARKS"
0,35835,6075,"Brisbane
BRONCOS"
0,35836,260,"Canterbury Bankstown
BULLDOGS"
0,35836,902,"Melbourne
STORM"
0,35837,1822,"South Sydney
RABBITOHS"
0,35837,243,WESTS TIGERS
0,35838,558,"St George Illawarra
DRAGONS"
0,35838,16571,"Penrith
PANTHERS"
0,35839,407,"North Queensland
COWBOYS"
0,35839,211,"Canberra
RAIDERS"
0,35840,5544,"Gold Coast
TITANS"
0,35840,2924,"Sydney
ROOSTERS"
0,35841,350,WARRIORS
0,35841,530,"Newcastle
KNIGHTS"
0,35842,806,"Manly Warringah
SEA EAGLES"
0,35842,19978,"Parramatta
EELS"
0,35843,2924,"Sydney
ROOSTERS"
0,35843,260,"Canterbury Bankstown
BULLDOGS"
0,35844,350,WARRIORS
0,35844,902,"Melbourne
STORM"
0,35845,6075,"Brisbane
BRONCOS"
0,35845,407,"North Queensland
COWBOYS"
0,35846,530,"Newcastle
KNIGHTS"
0,35846,5544,"Gold Coast
TITANS"
0,35847,806,"Manly Warringah
SEA EAGLES"
0,35847,1822,"South Sydney
RABBITOHS"
0,35848,211,"Canberra
RAIDERS"
0,35848,1202,"Cronulla Sutherland
SHARKS"
0,35849,243,WESTS TIGERS
0,35849,16571,"Penrith
PANTHERS"
0,35850,558,"St George Illawarra
DRAGONS"
0,35850,19978,"Parramatta
EELS"
0,35877,902,"Melbourne
STORM"
0,35877,6075,"Brisbane
BRONCOS"
0,35878,260,"Canterbury Bankstown
BULLDOGS"
0,35878,350,WARRIORS
0,35879,5544,"Gold Coast
TITANS"
0,35879,19978,"Parramatta
EELS"
0,35882,530,"Newcastle
KNIGHTS"
0,35882,1822,"South Sydney
RABBITOHS"
0,35883,16571,"Penrith
PANTHERS"
0,35883,2924,"Sydney
ROOSTERS"
0,35884,407,"North Queensland
COWBOYS"
0,35884,806,"Manly Warringah
SEA EAGLES"
0,35885,211,"Canberra
RAIDERS"
0,35885,243,WESTS TIGERS
0,35886,1202,"Cronulla Sutherland
SHARKS"
0,35886,558,"St George Illawarra
DRAGONS"
0,35929,1822,"South Sydney
RABBITOHS"
0,35929,2924,"Sydney
ROOSTERS"
0,35930,16571,"Penrith
PANTHERS"
0,35930,530,"Newcastle
KNIGHTS"
0,35931,6075,"Brisbane
BRONCOS"
0,35931,211,"Canberra
RAIDERS"
0,35932,806,"Manly Warringah
SEA EAGLES"
0,35932,260,"Canterbury Bankstown
BULLDOGS"
0,35933,19978,"Parramatta
EELS"
0,35933,1202,"Cronulla Sutherland
SHARKS"
0,35934,5544,"Gold Coast
TITANS"
0,35934,407,"North Queensland
COWBOYS"
0,35935,23457,WESTS TIGERS
0,35935,902,"Melbourne
STORM"
0,35936,558,"St George Illawarra
DRAGONS"
0,35936,350,WARRIORS
0,35938,260,"Canterbury Bankstown
BULLDOGS"
0,35938,6075,"Brisbane
BRONCOS"
0,35939,2924,"Sydney
ROOSTERS"
0,35939,806,"Manly Warringah
SEA EAGLES"
0,35940,407,"North Queensland
COWBOYS"
0,35940,1822,"South Sydney
RABBITOHS"
0,35941,1202,"Cronulla Sutherland
SHARKS"
0,35941,530,"Newcastle
KNIGHTS"
0,35942,211,"Canberra
RAIDERS"
0,35942,19978,"Parramatta
EELS"
0,35943,902,"Melbourne
STORM"
0,35943,16571,"Penrith
PANTHERS"
0,35944,350,WARRIORS
0,35944,5544,"Gold Coast
TITANS"
0,35945,23457,WESTS TIGERS
0,35945,558,"St George Illawarra
DRAGONS"
0,35964,6075,"Brisbane
BRONCOS"
0,35964,2924,"Sydney
ROOSTERS"
0,35965,530,"Newcastle
KNIGHTS"
0,35965,260,"Canterbury Bankstown
BULLDOGS"
0,35966,16571,"Penrith
PANTHERS"
0,35966,1822,"South Sydney
RABBITOHS"
0,35967,806,"Manly Warringah
SEA EAGLES"
0,35967,558,"St George Illawarra
DRAGONS"
0,35968,5544,"Gold Coast
TITANS"
0,35968,211,"Canberra
RAIDERS"
