,match_id,coach_id,team
0,45787,239,"Penrith
PANTHERS"
0,45787,260,"Manly Warringah
SEA EAGLES"
0,45788,211,"Canberra
RAIDERS"
0,45788,845,"Cronulla Sutherland
SHARKS"
0,45788,3083,"Cronulla Sutherland
SHARKS"
0,45789,226,"Brisbane
BRONCOS"
0,45789,2346,"South Sydney
RABBITOHS"
0,45790,2924,"Sydney
ROOSTERS"
0,45790,29763,"Newcastle
KNIGHTS"
0,45791,530,WARRIORS
0,45791,16571,"St George Illawarra
DRAGONS"
0,45792,1822,WESTS TIGERS
0,45792,902,"Melbourne
STORM"
0,45793,19978,"Parramatta
EELS"
0,45793,1724,"Gold Coast
TITANS"
0,45794,313,"North Queensland
COWBOYS"
0,45794,806,"Canterbury Bankstown
BULLDOGS"
0,45907,902,"Melbourne
STORM"
0,45907,2346,"South Sydney
RABBITOHS"
0,45908,16571,"St George Illawarra
DRAGONS"
0,45908,239,"Penrith
PANTHERS"
0,45909,2924,"Sydney
ROOSTERS"
0,45909,260,"Manly Warringah
SEA EAGLES"
0,45910,1724,"Gold Coast
TITANS"
0,45910,530,WARRIORS
0,45911,845,"Cronulla Sutherland
SHARKS"
0,45911,19978,"Parramatta
EELS"
0,45912,313,"North Queensland
COWBOYS"
0,45912,211,"Canberra
RAIDERS"
0,45913,29763,"Newcastle
KNIGHTS"
0,45913,1822,WESTS TIGERS
0,45914,806,"Canterbury Bankstown
BULLDOGS"
0,45914,226,"Brisbane
BRONCOS"
0,46060,16571,"St George Illawarra
DRAGONS"
0,46060,845,"Cronulla Sutherland
SHARKS"
0,46061,1822,WESTS TIGERS
0,46061,530,WARRIORS
0,46062,2346,"South Sydney
RABBITOHS"
0,46062,2924,"Sydney
ROOSTERS"
0,46063,239,"Penrith
PANTHERS"
0,46063,29763,"Newcastle
KNIGHTS"
0,46064,902,"Melbourne
STORM"
0,46064,19978,"Parramatta
EELS"
0,46065,211,"Canberra
RAIDERS"
0,46065,1724,"Gold Coast
TITANS"
0,46066,226,"Brisbane
BRONCOS"
0,46066,313,"North Queensland
COWBOYS"
0,46067,260,"Manly Warringah
SEA EAGLES"
0,46067,806,"Canterbury Bankstown
BULLDOGS"
0,46084,1724,"Gold Coast
TITANS"
0,46084,1822,WESTS TIGERS
0,46085,845,"Cronulla Sutherland
SHARKS"
0,46085,29763,"Newcastle
KNIGHTS"
0,46086,239,"Penrith
PANTHERS"
0,46086,2346,"South Sydney
RABBITOHS"
0,46087,530,WARRIORS
0,46087,226,"Brisbane
BRONCOS"
0,46088,260,"Manly Warringah
SEA EAGLES"
0,46088,211,"Canberra
RAIDERS"
0,46089,313,"North Queensland
COWBOYS"
0,46089,738,"Sydney
ROOSTERS"
0,46089,2924,"Sydney
ROOSTERS"
0,46089,810,"Sydney
ROOSTERS"
0,46090,902,"Melbourne
STORM"
0,46090,806,"Canterbury Bankstown
BULLDOGS"
0,46091,19978,"Parramatta
EELS"
0,46091,16571,"St George Illawarra
DRAGONS"
0,46094,29763,"Newcastle
KNIGHTS"
0,46094,260,"Manly Warringah
SEA EAGLES"
0,46095,530,WARRIORS
0,46095,313,"North Queensland
COWBOYS"
0,46096,226,"Brisbane
BRONCOS"
0,46096,2924,"Sydney
ROOSTERS"
0,46097,211,"Canberra
RAIDERS"
0,46097,902,"Melbourne
STORM"
0,46098,2346,"South Sydney
RABBITOHS"
0,46098,16571,"St George Illawarra
DRAGONS"
0,46099,1724,"Gold Coast
TITANS"
0,46099,19978,"Parramatta
EELS"
0,46100,845,"Cronulla Sutherland
SHARKS"
0,46100,1822,WESTS TIGERS
0,46101,806,"Canterbury Bankstown
BULLDOGS"
0,46101,239,"Penrith
PANTHERS"
0,46104,211,"Canberra
RAIDERS"
0,46104,313,"North Queensland
COWBOYS"
0,46326,2346,"South Sydney
RABBITOHS"
0,46326,806,"Canterbury Bankstown
BULLDOGS"
0,46327,239,"Penrith
PANTHERS"
0,46327,226,"Brisbane
BRONCOS"
0,46328,260,"Manly Warringah
SEA EAGLES"
0,46328,1724,"Gold Coast
TITANS"
0,46329,902,"Melbourne
STORM"
0,46329,845,"Cronulla Sutherland
SHARKS"
0,46330,2924,"Sydney
ROOSTERS"
0,46330,530,WARRIORS
0,46331,16571,"St George Illawarra
DRAGONS"
0,46331,29763,"Newcastle
KNIGHTS"
0,46332,19978,"Parramatta
EELS"
0,46332,1822,WESTS TIGERS
0,47051,845,"Cronulla Sutherland
SHARKS"
0,47051,260,"Manly Warringah
SEA EAGLES"
0,47052,226,"Brisbane
BRONCOS"
0,47052,806,"Canterbury Bankstown
BULLDOGS"
0,47053,313,"North Queensland
COWBOYS"
0,47053,1724,"Gold Coast
TITANS"
0,47054,1822,WESTS TIGERS
0,47054,2346,"South Sydney
RABBITOHS"
0,47055,29763,"Newcastle
KNIGHTS"
0,47055,19978,"Parramatta
EELS"
0,47056,239,"Penrith
PANTHERS"
0,47056,211,"Canberra
RAIDERS"
0,47057,16571,"St George Illawarra
DRAGONS"
0,47057,2924,"Sydney
ROOSTERS"
0,47058,902,"Melbourne
STORM"
0,47058,530,WARRIORS
0,48790,226,"Brisbane
BRONCOS"
0,48790,845,"Cronulla Sutherland
SHARKS"
0,48791,1724,"Gold Coast
TITANS"
0,48791,239,"Penrith
PANTHERS"
0,48792,2346,"South Sydney
RABBITOHS"
0,48792,260,"Manly Warringah
SEA EAGLES"
0,48793,530,WARRIORS
0,48793,211,"Canberra
RAIDERS"
0,48794,806,"Canterbury Bankstown
BULLDOGS"
0,48794,2924,"Sydney
ROOSTERS"
0,48795,19978,"Parramatta
EELS"
0,48795,313,"North Queensland
COWBOYS"
0,48796,29763,"Newcastle
KNIGHTS"
0,48796,902,"Melbourne
STORM"
0,48797,16571,"St George Illawarra
DRAGONS"
0,48797,1822,WESTS TIGERS
0,48836,2346,"South Sydney
RABBITOHS"
0,48836,226,"Brisbane
BRONCOS"
0,48837,211,"Canberra
RAIDERS"
0,48837,806,"Canterbury Bankstown
BULLDOGS"
0,48838,239,"Penrith
PANTHERS"
0,48838,19978,"Parramatta
EELS"
0,48838,23457,"Penrith
PANTHERS"
0,48839,260,"Manly Warringah
SEA EAGLES"
0,48839,1822,WESTS TIGERS
0,48840,2924,"Sydney
ROOSTERS"
0,48840,1724,"Gold Coast
TITANS"
0,48841,313,"North Queensland
COWBOYS"
0,48841,29763,"Newcastle
KNIGHTS"
0,48842,902,"Melbourne
STORM"
0,48842,16571,"St George Illawarra
DRAGONS"
0,48843,845,"Cronulla Sutherland
SHARKS"
0,48843,530,WARRIORS
0,48845,806,"Canterbury Bankstown
BULLDOGS"
0,48845,29763,"Newcastle
KNIGHTS"
0,48846,260,"Manly Warringah
SEA EAGLES"
0,48846,226,"Brisbane
BRONCOS"
0,48847,530,WARRIORS
0,48847,2346,"South Sydney
RABBITOHS"
0,48848,1724,"Gold Coast
TITANS"
0,48848,16571,"St George Illawarra
DRAGONS"
0,48849,902,"Melbourne
STORM"
0,48849,2824,"Penrith
PANTHERS"
0,48849,239,"Penrith
PANTHERS"
0,48850,845,"Cronulla Sutherland
SHARKS"
