,match_id,coach_id,team
0,15084,902,"Melbourne
STORM"
0,15084,6075,"St George Illawarra
DRAGONS"
0,15085,911,"Brisbane
BRONCOS"
0,15085,5544,"North Queensland
COWBOYS"
0,15086,239,WARRIORS
0,15086,2829,"Parramatta
EELS"
0,15088,1243,BULLDOGS
0,15088,260,"Manly Warringah
SEA EAGLES"
0,15087,211,"Cronulla Sutherland
SHARKS"
0,15087,1155,"Penrith
PANTHERS"
0,15090,469,"Gold Coast
TITANS"
0,15090,2831,"Newcastle
KNIGHTS"
0,15091,470,"Sydney
ROOSTERS"
0,15091,243,"South Sydney
RABBITOHS"
0,15097,2835,WESTS TIGERS
0,15097,215,"Canberra
RAIDERS"
0,15099,243,"South Sydney
RABBITOHS"
0,15099,2829,"Parramatta
EELS"
0,15100,911,"Brisbane
BRONCOS"
0,15100,902,"Melbourne
STORM"
0,15101,6075,"St George Illawarra
DRAGONS"
0,15101,469,"Gold Coast
TITANS"
0,15102,1155,"Penrith
PANTHERS"
0,15102,1243,BULLDOGS
0,15103,5544,"North Queensland
COWBOYS"
0,15103,2835,WESTS TIGERS
0,15104,215,"Canberra
RAIDERS"
0,15104,470,"Sydney
ROOSTERS"
0,15105,260,"Manly Warringah
SEA EAGLES"
0,15105,239,WARRIORS
0,15106,211,"Cronulla Sutherland
SHARKS"
0,15106,2831,"Newcastle
KNIGHTS"
0,15107,2835,WESTS TIGERS
0,15107,470,"Sydney
ROOSTERS"
0,15108,469,"Gold Coast
TITANS"
0,15108,1243,BULLDOGS
0,15109,239,WARRIORS
0,15109,911,"Brisbane
BRONCOS"
0,15110,2829,"Parramatta
EELS"
0,15110,215,"Canberra
RAIDERS"
0,15111,5544,"North Queensland
COWBOYS"
0,15111,902,"Melbourne
STORM"
0,15112,243,"South Sydney
RABBITOHS"
0,15112,2831,"Newcastle
KNIGHTS"
0,15113,6075,"St George Illawarra
DRAGONS"
0,15113,211,"Cronulla Sutherland
SHARKS"
0,15114,260,"Manly Warringah
SEA EAGLES"
0,15114,1155,"Penrith
PANTHERS"
0,15254,911,"Brisbane
BRONCOS"
0,15254,6075,"St George Illawarra
DRAGONS"
0,15255,470,"Sydney
ROOSTERS"
0,15255,2829,"Parramatta
EELS"
0,15256,1155,"Penrith
PANTHERS"
