,match_id,coach_id,team
0,8544,5424,"Balmain
TIGERS"
0,8543,3653,"South Sydney
RABBITOHS"
0,8545,3654,NORTH SYDNEY
0,8548,5424,"Balmain
TIGERS"
0,8549,3654,NORTH SYDNEY
0,8547,3653,"South Sydney
RABBITOHS"
0,8550,3653,"South Sydney
RABBITOHS"
0,8552,5424,"Balmain
TIGERS"
0,8553,3654,NORTH SYDNEY
0,8557,5424,"Balmain
TIGERS"
0,8556,3654,NORTH SYDNEY
0,8554,3653,"South Sydney
RABBITOHS"
0,8558,5424,"Balmain
TIGERS"
0,8560,3653,"South Sydney
RABBITOHS"
0,8560,3654,NORTH SYDNEY
0,8565,3653,"South Sydney
RABBITOHS"
0,8564,3654,NORTH SYDNEY
0,8564,5424,"Balmain
TIGERS"
0,8567,3654,NORTH SYDNEY
0,8568,3653,"South Sydney
RABBITOHS"
0,8568,5424,"Balmain
TIGERS"
0,8573,5424,"Balmain
TIGERS"
0,8570,3654,NORTH SYDNEY
0,8572,3653,"South Sydney
RABBITOHS"
0,8577,3654,NORTH SYDNEY
0,8575,3653,"South Sydney
RABBITOHS"
0,8576,5424,"Balmain
TIGERS"
0,8581,5424,"Balmain
TIGERS"
0,8578,3654,NORTH SYDNEY
0,8579,3653,"South Sydney
RABBITOHS"
0,8582,3654,NORTH SYDNEY
0,8583,5424,"Balmain
TIGERS"
0,8584,3653,"South Sydney
RABBITOHS"
0,8589,5424,"Balmain
TIGERS"
0,8587,3654,NORTH SYDNEY
0,8587,3653,"South Sydney
RABBITOHS"
0,8592,5424,"Balmain
TIGERS"
0,8592,3654,NORTH SYDNEY
0,8593,3653,"South Sydney
RABBITOHS"
0,8596,5424,"Balmain
TIGERS"
0,8596,3653,"South Sydney
RABBITOHS"
0,8595,3654,NORTH SYDNEY
