,match_id,player_id,score,n_scores
0,57011,31564,T,1
0,57011,31585,T,1
0,57011,44309,T,1
0,57011,30269,T,1
0,57011,30264,G,1/2
0,57011,30184,G,1/1
0,57011,34322,G,1/1
0,57011,36968,BIN,1
0,57012,30252,T,1
0,57012,30439,T,2
0,57012,31569,T,1
0,57012,44347,T,1
0,57012,34654,T,1
0,57012,34080,T,1
0,57012,33991,T,1
0,57012,34073,T,1
0,57012,33991,G,4/6
0,57012,38162,G,1/1
0,57012,44347,G,1/2
0,57013,30103,T,2
0,57013,30182,T,2
0,57013,30135,T,1
0,57013,30150,T,2
0,57013,30203,T,1
0,57013,31572,T,1
0,57013,31668,T,1
0,57013,30135,G,3/3
0,57013,30257,G,4/7
0,57013,44281,OFF,1
0,57014,34006,T,2
0,57014,31566,T,2
0,57014,34029,T,2
0,57014,30149,T,1
0,57014,30107,T,1
0,57014,30093,T,1
0,57014,44338,G,0/2
0,57014,44358,G,4/7
0,57015,30215,T,2
0,57015,30190,T,2
0,57015,30104,T,1
0,57015,44287,T,1
0,57015,30260,T,1
0,57015,30197,T,1
0,57015,31554,T,1
0,57015,34007,G,2/6
0,57015,30105,G,1/3
0,57016,33977,T,1
0,57016,31574,T,1
0,57016,31561,T,1
0,57016,30206,T,1
0,57016,31621,T,1
0,57016,30269,T,1
0,57016,30135,G,2/3
0,57016,30264,G,1/1
0,57016,34322,G,1/3
0,57016,30264,FG,1
0,57017,44288,T,1
0,57017,30205,T,1
0,57017,44285,T,1
0,57017,30161,T,1
0,57017,33987,T,1
0,57017,30179,T,1
0,57017,30100,T,1
0,57017,30105,G,4/4
0,57017,30257,G,1/3
0,57018,30439,T,2
0,57018,44333,T,1
0,57018,38163,T,2
0,57018,30263,T,1
0,57018,38167,T,2
0,57018,34072,T,1
0,57018,31578,T,1
0,57018,44347,T,1
0,57018,44347,G,3/8
0,57018,44339,G,0/3
0,57019,44316,T,2
0,57019,44326,T,2
0,57019,33983,T,1
0,57019,36970,T,1
0,57019,30214,T,1
0,57019,31562,T,1
0,57019,34117,T,1
0,57019,31623,T,1
0,57019,33991,G,2/4
0,57019,30184,G,3/7
0,57019,30184,FG,1
0,57019,31624,BIN,1
0,57020,30158,T,1
0,57020,34029,T,1
0,57020,44358,G,1/3
0,57020,36966,BIN,1
0,57021,30096,T,2
0,57021,30205,T,1
0,57021,30265,T,1
0,57021,30179,T,1
0,57021,33984,T,1
0,57021,30257,G,3/6
0,57022,34137,T,1
0,57022,34311,T,4
0,57022,31624,T,1
0,57022,30135,T,1
0,57022,31561,T,1
0,57022,30103,T,1
0,57022,31634,T,1
0,57022,30184,G,2/2
0,57022,30135,G,4/8
0,57023,33986,T,1
0,57023,30198,T,1
0,57023,30183,T,1
0,57023,31631,T,1
0,57023,34007,G,0/2
0,57023,30264,G,1/2
0,57024,30256,T,1
0,57024,30252,T,1
0,57024,44316,T,1
0,57024,31568,T,1
0,57024,31569,T,1
0,57024,34654,T,1
0,57024,34080,T,1
0,57024,30201,T,1
0,57024,44330,G,0/1
0,57024,33991,G,5/7
0,57024,30187,BIN,1
0,57024,30256,OFF,1
0,57025,33465,T,1
0,57025,31566,T,3
0,57025,34008,T,1
0,57025,30158,T,1
0,57025,44285,T,1
0,57025,33987,T,1
0,57025,30152,T,1
0,57025,30105,G,4/5
0,57025,44358,G,2/3
0,57025,31630,G,1/1
0,57025,30158,BIN,1
0,57026,30439,T,1
0,57026,30100,T,1
0,57026,30213,T,1
0,57026,30338,T,1
0,57026,38167,T,1
0,57026,30152,T,1
0,57026,30154,G,3/3
0,57026,30105,G,3/3
0,57026,30105,FG,1
0,57027,31623,T,1
0,57027,30158,T,1
0,57027,31647,T,1
0,57027,38175,T,1
0,57027,34009,T,1
0,57027,30184,G,2/3
0,57027,44358,G,2/3
0,57028,30144,T,1
0,57028,34028,T,1
0,57028,34311,T,1
0,57028,44333,T,1
0,57028,30143,T,1
0,57028,44281,T,1
0,57028,30135,G,3/4
0,57028,31557,G,2/2
0,57028,30275,BIN,1
0,57028,33994,BIN,1
0,57029,30183,T,1
0,57029,30265,T,3
0,57029,30159,T,1
0,57029,30182,T,1
0,57029,30096,T,1
0,57029,31570,T,1
0,57029,30150,T,1
0,57029,34007,G,2/2
0,57029,30257,G,4/7
0,57030,34654,T,2
0,57030,31574,T,1
0,57030,31568,T,1
0,57030,44311,T,1
0,57030,30201,T,1
0,57030,33991,G,3/4
0,57030,30264,G,1/1
0,57030,34322,G,0/1
0,57030,30214,BIN,1
0,57031,31585,T,1
0,57031,33982,T,1
0,57031,31623,T,1
0,57031,30215,T,1
0,57031,30260,T,1
0,57031,31590,T,1
0,57031,44307,T,1
0,57031,34077,T,1
0,57031,31554,T,1
0,57031,30184,G,2/2
0,57031,34007,G,6/7
0,57032,30158,T,1
0,57032,33989,T,1
0,57032,30149,T,1
0,57032,38166,T,1
0,57032,38176,T,1
0,57032,30213,T,1
0,57032,38167,T,1
0,57032,44358,G,2/3
0,57032,38162,G,1/1
0,57032,30154,G,1/3
0,57032,30210,BIN,1
0,57033,44309,T,1
0,57033,30205,T,1
0,57033,44607,T,1
0,57033,30182,T,1
0,57033,30265,T,1
0,57033,30179,T,1
0,57033,33984,T,1
0,57033,30150,T,1
0,57033,30264,G,0/1
0,57033,30257,G,3/6
0,57033,34322,G,0/1
0,57034,30214,T,2
0,57034,30135,T,1
0,57034,44316,T,1
0,57034,31561,T,1
0,57034,34073,T,1
0,57034,34311,T,1
0,57034,44281,T,1
0,57034,33991,G,3/4
0,57034,30135,G,2/4
0,57035,30190,T,1
0,57035,31593,T,1
0,57035,44816,T,1
0,57035,44330,T,1
0,57035,33993,T,1
0,57035,30336,T,1
0,57035,44285,T,1
0,57035,34072,T,1
0,57035,30152,T,1
0,57035,30105,G,4/5
0,57035,31557,G,3/4
0,57036,44330,T,2
0,57036,31560,T,1
0,57036,30263,T,1
0,57036,34120,T,1
0,57036,31557,G,2/4
0,57036,30184,G,2/2
0,57037,30439,T,4
0,57037,30258,T,2
0,57037,30097,T,1
0,57037,30206,T,1
0,57037,30269,T,1
0,57037,30154,G,2/3
0,57037,30264,G,1/5
0,57037,38162,G,1/1
0,57037,30264,FG,1
0,57038,44786,T,3
0,57038,30149,T,1
0,57038,30182,T,1
0,57038,30107,T,1
0,57038,30203,T,1
0,57038,30257,T,1
0,57038,30096,T,1
0,57038,30179,T,1
0,57038,44350,T,1
0,57038,30150,T,1
0,57038,30257,G,4/10
0,57038,44358,G,1/2
0,57038,30107,BIN,1
0,57039,31561,T,2
0,57039,34081,T,1
0,57039,34311,T,2
0,57039,44285,T,1
0,57039,30135,T,1
0,57039,33977,T,1
0,57039,30335,T,1
0,57039,30130,T,1
0,57039,30135,G,4/7
0,57039,30105,G,0/2
0,57039,30337,G,0/1
0,57040,30214,T,2
0,57040,30260,T,1
0,57040,30252,T,1
0,57040,44307,T,1
0,57040,31569,T,1
0,57040,44302,T,1
0,57040,33991,G,3/4
0,57040,34007,G,1/3
0,57040,44300,BIN,1
0,57041,30190,T,2
0,57041,44316,T,1
0,57041,33460,T,1
0,57041,33991,T,1
0,57041,30105,G,2/3
0,57041,33991,G,4/4
0,57042,33977,T,2
0,57042,30260,T,1
0,57042,31565,T,1
0,57042,31590,T,1
0,57042,31621,T,1
0,57042,44307,T,1
0,57042,33613,T,1
0,57042,34077,T,1
0,57042,30130,T,1
0,57042,31554,T,1
0,57042,30135,G,4/6
0,57042,34007,G,4/5
0,57043,44322,T,1
0,57043,31567,T,2
0,57043,33456,T,1
0,57043,30439,T,1
0,57043,44326,T,1
0,57043,33989,T,1
0,57043,38166,T,1
0,57043,44346,T,1
0,57043,44969,T,1
0,57043,38167,T,1
0,57043,30200,T,1
0,57043,30184,G,2/3
0,57043,30154,G,6/9
0,57043,34009,BIN,1
0,57044,30116,T,1
0,57044,38172,T,1
0,57044,30269,T,1
0,57044,34119,T,1
0,57044,30264,G,2/3
0,57044,44358,G,0/1
0,57045,33984,T,2
0,57045,44330,T,1
0,57045,30150,T,2
0,57045,30263,T,1
0,57045,30161,T,1
0,57045,33602,T,1
0,57045,44350,T,1
0,57045,44786,T,1
0,57045,30257,G,7/8
0,57045,31557,G,2/3
0,57046,33982,T,1
0,57046,44347,T,1
0,57046,30197,T,1
0,57046,38163,T,1
0,57046,34026,T,1
0,57046,34007,G,2/3
0,57046,30154,G,0/2
0,57047,30158,T,1
0,57047,31565,T,1
0,57047,44359,T,1
0,57047,30335,T,1
0,57047,34029,T,1
0,57047,30275,T,1
0,57047,30143,T,1
0,57047,44358,G,3/4
0,57047,30135,G,3/4
0,57047,33613,BIN,1
0,57048,30201,T,2
0,57048,30182,T,1
0,57048,33991,T,1
0,57048,34073,T,1
0,57048,33991,G,2/4
0,57048,30257,G,0/1
0,57049,31585,T,1
0,57049,44287,T,1
0,57049,31560,T,1
0,57049,30190,T,1
