,match_id,player_id,score,n_scores
0,44903,30100,T,2
0,44903,30116,T,1
0,44903,30192,T,1
0,44903,30189,T,1
0,44903,30184,G,2/2
0,44903,30110,G,2/3
0,44904,30152,T,1
0,44904,30204,T,1
0,44904,30141,T,1
0,44904,30133,T,1
0,44904,30152,G,0/1
0,44904,30129,G,1/3
0,44905,30160,T,1
0,44905,30135,T,1
0,44905,30141,T,1
0,44905,30132,T,1
0,44905,30129,G,2/5
0,44906,30120,T,1
0,44906,30198,T,1
0,44906,30140,T,1
0,44906,30197,T,1
0,44906,30150,T,1
0,44906,30093,T,1
0,44906,30110,G,1/1
0,44906,30099,G,3/3
0,44906,30152,G,0/2
0,44907,30202,T,1
0,44907,30190,T,1
0,44907,30201,T,1
0,44907,33613,T,1
0,44907,30129,G,0/2
0,44907,30110,G,1/2
0,44908,30150,T,2
0,44908,30153,T,1
0,44908,30197,T,1
0,44908,30213,T,1
0,44908,30152,T,1
0,44908,30166,T,1
0,44908,30099,G,4/5
0,44908,30184,G,2/3
0,44908,30152,G,0/1
0,44909,30142,T,1
0,44909,30158,T,1
0,44909,30143,T,1
0,44909,30154,T,1
0,44909,30132,T,1
0,44909,30130,T,1
0,44909,30133,G,5/6
0,44909,30099,G,1/1
