,match_id,player_id,score,n_scores
0,63019,31568,T,1
0,63019,30257,T,1
0,63019,34654,T,1
0,63019,30150,T,1
0,63019,33991,G,2/3
0,63019,30257,G,1/2
0,63020,34026,T,2
0,63020,30197,T,1
0,63020,34007,G,1/3
0,63021,30143,T,1
0,63021,30256,T,1
0,63021,30130,T,1
0,63021,44333,T,1
0,63021,34006,T,1
0,63021,51827,T,1
0,63021,30144,G,1/1
0,63021,31557,G,3/5
0,63021,30337,G,0/1
0,63021,33613,BIN,1
0,63021,30256,BIN,1
0,63022,30439,T,1
0,63022,31574,T,3
0,63022,30213,T,1
0,63022,30269,T,1
0,63022,30154,G,1/2
0,63022,30264,G,1/4
0,63023,30149,T,1
0,63023,30190,T,2
0,63023,30093,T,1
0,63023,44816,T,1
0,63023,30100,T,1
0,63023,30105,T,1
0,63023,34334,T,1
0,63023,44358,G,2/2
0,63023,30105,G,4/6
0,63024,30105,T,1
0,63024,44316,T,1
0,63024,30152,T,1
0,63024,30187,T,1
0,63024,34334,T,1
0,63024,30163,T,1
0,63024,30201,T,1
0,63024,51898,T,1
0,63024,30105,G,4/5
0,63024,33991,G,3/5
0,63025,30258,T,3
0,63025,33980,T,1
0,63025,31631,T,1
0,63025,44359,T,1
0,63025,30269,T,1
0,63025,30264,G,4/5
0,63025,44358,G,2/2
0,63026,30256,T,1
0,63026,44300,T,1
0,63026,44333,T,1
0,63026,30260,T,1
0,63026,51827,T,1
0,63026,34077,T,1
0,63026,31557,G,2/3
0,63026,34007,G,3/3
0,63027,30205,T,2
0,63027,31577,T,1
0,63027,30150,T,2
0,63027,30337,T,1
0,63027,30265,T,1
0,63027,30257,G,4/4
0,63027,30275,G,2/2
0,63027,30161,G,0/1
0,63028,31560,T,2
0,63028,38167,T,2
0,63028,34029,T,2
0,63028,30439,T,1
0,63028,33456,T,1
0,63028,44330,T,1
0,63028,44968,T,1
0,63028,51831,T,1
0,63028,31623,T,1
0,63028,38164,T,1
0,63028,30184,G,5/7
0,63028,30154,G,5/6
0,63033,30265,T,2
0,63033,33978,T,1
0,63033,31570,T,1
0,63033,30150,T,1
0,63033,30257,G,2/4
0,63033,44358,G,0/1
0,63032,30190,T,2
0,63032,44300,T,1
0,63032,31596,T,1
0,63032,30260,T,1
0,63032,30197,T,1
0,63032,30159,T,1
0,63032,30152,G,2/2
0,63032,34007,G,2/5
0,63032,30105,G,0/1
0,63029,31647,T,1
0,63029,44339,T,2
0,63029,31593,T,1
0,63029,51828,T,1
0,63029,30184,G,1/1
0,63029,31557,G,2/4
0,63030,34311,T,4
0,63030,30264,T,1
0,63030,31565,T,1
0,63030,31621,T,1
0,63030,30130,T,1
0,63030,30337,T,1
0,63030,30337,G,6/8
0,63030,30264,G,0/1
0,63031,44316,T,1
0,63031,44330,T,2
0,63031,30201,T,1
0,63031,30439,T,1
0,63031,31615,T,1
0,63031,33991,G,1/2
0,63031,30154,G,1/4
0,63034,30335,T,2
0,63034,44287,T,1
0,63034,30130,T,2
0,63034,34325,T,1
0,63034,51805,T,2
0,63034,30152,T,1
0,63034,34334,T,1
0,63034,30337,G,2/6
0,63034,30105,G,3/4
0,63035,33456,T,1
0,63035,31632,T,1
0,63035,34029,T,1
0,63035,51813,T,1
0,63035,30184,G,1/2
0,63035,30264,G,1/2
0,63035,30184,FG,1
0,63036,30439,T,1
0,63036,30204,T,2
0,63036,44330,T,1
0,63036,30096,T,2
0,63036,30265,T,1
0,63036,30154,G,0/1
0,63036,30257,G,4/5
0,63036,44347,G,0/1
0,63037,30215,T,1
0,63037,33614,T,2
0,63037,31558,T,1
0,63037,52074,T,1
0,63037,34007,G,3/3
0,63037,33991,G,0/3
0,63038,31618,T,1
0,63038,30256,T,1
0,63038,38172,T,1
0,63038,44333,T,1
0,63038,44358,G,1/2
0,63038,31557,G,2/2
0,63039,44339,T,1
0,63039,30201,T,2
0,63039,30263,T,1
0,63039,33614,T,1
0,63039,34072,T,1
0,63039,31568,T,1
0,63039,51820,T,1
0,63039,34654,T,1
0,63039,51898,T,1
0,63039,31557,G,2/3
