,match_id,player_id,score,n_scores
0,45777,30439,T,2
0,45777,30266,T,1
0,45777,30190,T,1
0,45777,31560,T,1
0,45777,30215,T,1
0,45777,31557,G,2/4
0,45777,30275,G,2/2
0,45778,31570,T,1
0,45778,31574,T,2
0,45778,30203,T,1
0,45778,31578,T,1
0,45778,30257,G,0/1
0,45778,30264,G,2/4
0,45779,31587,T,1
0,45779,30197,T,1
0,45779,30337,T,1
0,45779,30100,T,1
0,45779,30184,G,1/1
0,45779,30099,G,2/2
0,45779,30192,G,1/1
0,45779,30099,FG,1
0,45784,30140,T,1
0,45784,30335,T,1
0,45784,30265,T,1
0,45784,30203,T,1
0,45784,31620,T,1
0,45784,30202,T,1
0,45784,30201,T,1
0,45784,30192,G,1/2
0,45784,30264,G,4/5
0,45785,31570,T,1
0,45785,30137,T,2
0,45785,30107,T,1
0,45785,30097,T,1
0,45785,31566,T,1
0,45785,30103,T,1
0,45785,31623,T,1
0,45785,30163,G,2/3
0,45785,31564,G,2/3
0,45785,30134,G,1/1
0,45785,30272,G,0/1
0,45786,31557,T,1
0,45786,31557,G,3/3
0,45795,30179,T,2
0,45795,33613,T,1
0,45795,31572,T,1
0,45795,30337,T,1
0,45795,30096,T,1
0,45795,31570,T,1
0,45795,30150,T,1
0,45795,30163,G,1/3
0,45795,30184,G,2/2
0,45795,30105,G,1/3
0,45795,30145,BIN,1
0,45796,30259,T,1
0,45796,30205,T,1
0,45796,30198,T,1
0,45796,31574,T,1
0,45796,31615,T,1
0,45796,30175,T,1
0,45796,31620,T,1
0,45796,31557,G,3/3
0,45796,30264,G,3/4
0,45797,31593,T,1
0,45797,31565,T,1
0,45797,31630,T,1
0,45797,30138,T,1
0,45797,31618,T,1
0,45797,31631,T,1
0,45797,30099,T,1
0,45797,30093,T,1
0,45797,30099,G,2/6
0,45797,30134,G,1/3
0,45797,30103,BIN,1
0,45915,31623,T,2
0,45915,30205,T,1
0,45915,30138,T,1
0,45915,30335,T,1
0,45915,30269,T,1
0,45915,30143,T,1
0,45915,30272,T,1
0,45915,31620,T,1
0,45915,30255,T,1
0,45915,30275,G,3/4
0,45915,30264,G,3/5
0,45915,30134,G,1/2
0,45917,31582,T,1
0,45917,30190,T,2
0,45917,30439,T,2
0,45917,30258,T,2
0,45917,31554,T,2
0,45917,31555,T,1
0,45917,30184,G,0/1
0,45917,30159,G,2/4
0,45917,30161,G,0/1
0,45917,31557,G,0/3
0,45917,31651,G,0/2
0,45916,31593,T,1
0,45916,31622,T,1
0,45916,30197,T,1
0,45916,30179,T,1
0,45916,31618,T,1
0,45916,30107,T,1
0,45916,30099,G,3/4
0,45916,30105,G,3/4
0,45916,30105,FG,1
0,46057,30259,T,1
0,46057,30096,T,1
0,46057,30190,T,1
0,46057,30107,T,1
0,46057,30174,T,1
0,46057,31554,T,1
0,46057,30161,G,0/3
0,46057,30105,G,1/1
0,46057,30159,G,0/1
0,46057,30163,G,0/1
0,46059,30335,T,2
0,46059,30260,T,1
0,46059,31574,T,1
0,46059,30135,T,1
0,46059,30204,T,1
0,46059,31620,T,1
0,46059,30202,T,1
0,46059,30264,G,5/6
0,46059,30099,G,0/1
0,46059,30135,G,0/1
0,46058,30097,T,1
0,46058,31652,T,1
0,46058,30206,T,1
0,46058,31580,T,1
0,46058,31631,T,1
0,46058,30275,G,1/1
0,46058,30184,G,1/2
0,46058,31564,G,0/2
0,46092,30190,T,1
0,46092,30138,T,2
0,46092,30258,T,1
0,46092,31623,T,1
0,46092,30161,T,1
0,46092,31554,T,1
0,46092,31557,G,4/5
0,46092,30134,G,1/1
0,46092,30275,G,1/1
0,46092,31560,G,1/1
0,46093,30203,T,1
0,46093,31572,T,1
0,46093,30204,T,1
0,46093,30257,T,1
0,46093,30130,T,1
0,46093,30096,T,1
0,46093,31566,T,1
0,46093,30264,G,2/3
0,46093,30105,G,3/3
0,46093,30163,G,0/1
0,46093,31568,BIN,1
0,46102,30190,T,1
0,46102,30252,T,1
0,46102,31568,T,1
0,46102,30096,T,1
0,46102,31557,G,0/1
0,46102,30105,G,2/3
0,46102,31556,BIN,1
