,match_id,player_id,score,n_scores
0,52924,30104,T,1
0,52924,30265,T,2
0,52924,31592,T,1
0,52924,30096,T,2
0,52924,30100,T,1
0,52924,31570,T,1
0,52924,30272,T,1
0,52924,30150,T,1
0,52924,31566,T,1
0,52924,33979,G,2/3
0,52924,30105,G,3/8
0,52925,30439,T,2
0,52925,30138,T,2
0,52925,31555,T,1
0,52925,33986,T,1
0,52925,31554,T,1
0,52925,31557,G,3/6
0,52925,30264,G,2/2
0,52926,30187,T,1
0,52926,30130,T,2
0,52926,30213,T,1
0,52926,30205,T,1
0,52926,31569,T,1
0,52926,33991,T,1
0,52926,31582,T,1
0,52926,30337,T,1
0,52926,30184,G,4/6
0,52926,30135,G,1/3
0,52953,30205,T,2
0,52953,31570,T,2
0,52953,30148,T,1
0,52953,31565,T,1
0,52953,30265,T,1
0,52953,30135,G,0/1
0,52953,30105,G,4/5
0,52953,30275,G,0/1
0,52954,33977,T,1
0,52954,31555,T,2
0,52954,30197,T,1
0,52954,30439,T,1
0,52954,31615,T,1
0,52954,34007,G,1/2
0,52954,31557,G,0/4
0,52955,31564,T,1
0,52955,31585,T,1
0,52955,30138,T,1
0,52955,31582,T,1
0,52955,30201,T,1
0,52955,30264,G,2/2
0,52955,30184,G,2/3
0,52955,31564,BIN,1
0,53703,30257,T,2
0,53703,33987,T,1
0,53703,30148,T,1
0,53703,33984,T,1
0,53703,30105,T,1
0,53703,31566,T,1
0,53703,30105,G,5/6
0,53703,31557,G,1/1
0,53704,30258,T,3
0,53704,30190,T,1
0,53704,30335,T,1
0,53704,30143,T,1
0,53704,30275,G,1/2
0,53704,30264,G,0/1
0,53704,30135,G,0/2
0,53704,30152,G,0/2
0,53705,31568,T,1
0,53705,30149,T,2
0,53705,31569,T,1
0,53705,33978,T,1
0,53705,30201,T,1
0,53705,30184,G,3/4
0,53705,34007,G,2/3
0,53729,30206,T,1
0,53729,33983,T,1
0,53729,30138,T,1
0,53729,34006,T,1
0,53729,30266,T,1
0,53729,30100,T,1
0,53729,30264,G,3/3
0,53729,34007,G,2/3
0,53730,30259,T,1
0,53730,30135,T,1
0,53730,30158,T,1
0,53730,30258,T,1
0,53730,30215,T,1
0,53730,30335,T,1
0,53730,30130,T,1
0,53730,31557,G,3/3
0,53730,30205,G,1/2
0,53730,30275,G,0/2
0,53730,31557,FG,1
0,53730,30143,BIN,1
0,53731,33602,T,1
0,53731,30252,T,1
0,53731,30096,T,1
0,53731,30187,T,1
0,53731,34073,T,1
0,53731,30337,T,1
0,53731,30105,G,3/4
0,53731,33991,G,2/2
0,53731,30154,G,0/1
0,53731,30184,G,0/1
0,53744,30135,T,1
0,53744,30256,T,1
0,53744,30335,T,1
0,53744,34006,T,1
0,53744,31621,T,1
0,53744,30260,T,1
0,53744,30197,T,1
0,53744,30100,T,1
0,53744,30135,G,2/3
0,53744,34007,G,4/6
0,53745,30190,T,2
0,53745,31565,T,2
0,53745,31562,T,1
0,53745,30265,T,2
0,53745,30272,T,1
0,53745,30150,T,1
0,53745,34077,T,1
0,53745,30264,G,0/3
0,53745,30105,G,5/7
0,53745,30096,BIN,1
0,53746,30439,T,1
0,53746,34081,T,1
0,53746,31556,T,1
0,53746,31568,T,1
0,53746,31585,T,1
0,53746,34074,T,1
0,53746,30183,T,1
0,53746,34009,T,1
0,53746,31557,G,0/2
0,53746,33991,G,3/6
0,53768,30201,T,2
0,53768,30439,T,1
0,53768,30184,T,1
0,53768,30203,T,1
0,53768,30183,T,1
0,53768,30184,G,5/5
0,53768,31557,G,1/1
0,53769,30272,T,1
0,53769,31593,T,1
0,53769,30107,T,1
0,53769,30149,T,1
0,53769,34007,T,1
0,53769,34008,T,1
0,53769,30105,G,1/1
0,53769,34007,G,4/5
0,53769,30257,G,0/1
0,53776,30183,T,2
0,53776,33982,T,1
0,53776,30252,T,1
0,53776,30100,T,1
0,53776,34074,T,1
0,53776,33991,T,1
0,53776,30337,T,1
0,53776,30201,T,1
0,53776,30184,G,1/4
0,53776,34007,G,2/2
0,53776,33991,G,1/3
