,player_id,player_name1,player_name2,birthday,birthplace
0,30252,Yasmin CLYDSDALE,Yasmin Clydsdale,"Friday, 25th March, 1994",
0,30258,Jaime CHAPMAN,Jaime Chapman,"Sunday, 17th March, 2002","Sutherland, New South Wales, Australia"
0,30253,Charlotte CASLICK,Charlotte Caslick,"Thursday, 9th March, 1995",
0,30254,Filomina HANISI,Filomina Hanisi,"Friday, 9th March, 2001",
0,30259,Elsie ALBERT,Elsie Albert,"Monday, 20th May, 1996",
0,30255,Kaitlyn PHILLIPS,Kaitlyn Phillips,"Wednesday, 9th July, 1997",
0,30260,Ellie JOHNSTON,Ellie Johnston,"Tuesday, 24th October, 2000",
0,30261,Christine PAULI,Christine Pauli,,
0,30256,Kennedy CHERRINGTON,Kennedy Cherrington,"Tuesday, 5th January, 1999","Sydney, New South Wales, Australia"
0,30262,Talei HOLMES,Talei Holmes,"Tuesday, 23rd May, 2000",
0,30257,Jocelyn KELLEHER,Jocelyn Kelleher,"Thursday, 17th February, 2000",
0,30263,Mahalia MURPHY,Mahalia Murphy,"Wednesday, 19th January, 1994",
0,30264,Lauren BROWN,Lauren Brown,"Tuesday, 18th April, 1995","Gold Coast, Queensland, Australia"
0,30268,Teaghan HARTIGAN,Teaghan Hartigan,,
0,30265,Jayme FRESSARD,Jayme Fressard,"Friday, 27th June, 1997",
0,30269,Evania PELITE,Evania Pelite,"Wednesday, 12th July, 1995","Caboolture, Queensland, Australia"
0,30270,Ellia GREEN,Ellia Green,,
0,30271,Kayla SAUVAO,Kayla Sauvao,,
0,30272,Shaniah POWER,Shaniah Power,"Thursday, 20th March, 1997",
0,30273,Taimane LEVU,Taimane Levu,,
0,30266,Shannon MATO,Shannon Mato,"Friday, 21st August, 1998","Whangarei, Northland, New Zealand"
0,30274,Samantha ECONOMOS,Samantha Economos,"Sunday, 27th February, 1994",
0,30267,Tyler BIRCH,Tyler Birch,,
0,30275,Brianna CLARK,Brianna Clark,"Thursday, 25th May, 1995","Brisbane, Queensland, Australia"
0,30331,Michaela PECK,Michaela Peck,,
0,30333,Grace HAMILTON,Grace Hamilton,"Saturday, 4th April, 1992",
0,30332,Stephanie BALL,Stephanie Ball,,
0,30334,Georgia PAGE,Georgia Page,,
0,30335,Shenae CIESIOLKA,Shenae Ciesiolka,"Thursday, 7th August, 1997","Toowoomba, Queensland, Australia"
0,30439,Teagan BERRY,Teagan Berry,"Monday, 20th May, 2002",
0,30440,Jade ETHERDEN,Jade Etherden,,
0,30441,Naomi KARA,Naomi Kara,,
0,30442,Laken PAITAI,Laken Paitai,,
0,30336,Amelia MAFI,Amelia Mafi,"Thursday, 22nd June, 1995",
0,30337,Romy TEITZEL,Romy Teitzel,"Tuesday, 23rd February, 1999","Townsville, Queensland, Australia"
0,30338,Chante TEMARA,Chante Temara,"Thursday, 24th May, 2001",
