,player_id,player_name1,player_name2,birthday,birthplace
0,31554,Emma TONEGATO,Emma Tonegato,"Monday, 20th March, 1995","Wollongong, New South Wales, Australia"
0,31560,Tiana RAFTSTRAND-SMITH,Tiana Raftstrand-Smith,"Tuesday, 17th June, 2003",
0,31555,Page McGREGOR,Page McGregor,"Thursday, 11th March, 1999","Yagoona, New South Wales, Australia"
0,31561,Lauren DAM,Lauren 'Loz' Dam,"Thursday, 5th December, 1996","Dubbo, New South Wales, Australia"
0,31562,Jetaya FAIFUA,Jetaya Faifua,"Saturday, 31st May, 2003",
0,31556,Taliah FUIMAONO,Taliah Fuimaono,"Tuesday, 11th May, 1999","Penrith, New South Wales, Australia"
0,31563,Grace GRIFFIN,Grace Griffin,"Monday, 17th December, 1990","Sale, Victoria, Australia"
0,31557,Rachael PEARSON,Rachael Pearson,"Monday, 30th August, 1993",
0,31564,Zara CANFIELD,Zara 'Za' Canfield,"Monday, 29th January, 2001","Tweed Heads, New South Wales, Australia"
0,31565,Destiny BRILL,Destiny 'Moko' Brill,"Tuesday, 10th June, 2003","New Plymouth, Taranaki, New Zealand"
0,31558,Tegan DYMOCK,Tegan Dymock,"Sunday, 21st July, 2002",
0,31559,Janelle WILLIAMS,Janelle Williams,,
0,31566,Leianne TUFUGA,Leianne Tufuga,"Thursday, 29th November, 2001",
0,31567,Taylor-Adeline MAPUSUA,Taylor-Adeline Mapusua,"Sunday, 7th June, 1998",
0,31574,Emily BASS,Emily 'Bassy' Bass,"Thursday, 1st October, 1998","Toowoomba, Queensland, Australia"
0,31568,Olivia HIGGINS,Olivia Higgins,"Tuesday, 15th September, 1992",
0,31569,Tayla PREDEBON,Tayla Predebon,"Monday, 20th November, 2000",
0,31570,Olivia KERNICK,Olivia Kernick,"Wednesday, 10th January, 2001","Sydney, New South Wales, Australia"
0,31576,Nakita SAO,Nakita Sao,,
0,31571,Shawden BURTON,Shawden Burton,"Thursday, 4th November, 1999",
0,31577,Jada FERGUSON,Jada Ferguson,"Monday, 8th July, 2002",
0,31572,Keilee JOSEPH,Keilee Joseph,"Saturday, 19th January, 2002","Brisbane, Queensland, Australia"
0,31573,Simone KARPANI,Simone Karpani,"Monday, 16th June, 1997",
0,31578,Roxette MURDOCH-MASILA,Roxette Murdoch-Masila,"Monday, 10th August, 1992",
0,31579,Sara SAUTIA,Sara Sautia,"Wednesday, 21st August, 2002",
0,31580,Katelyn VAHA'AKOLO,Katelyn Vaha'akolo,"Tuesday, 18th April, 2000",
0,31588,Taina NAIVIDI,Taina Naividi,"Thursday, 12th April, 2001","Gosford, New South Wales, Australia"
0,31589,Jocephy DANIELS,Jocephy Daniels,,
0,31581,Katie GREEN,Katie Green,,
0,31582,Autumn-Rain STEPHENS-DALY,Autumn-Rain Stephens-Daly,"Tuesday, 6th August, 1996","Rotorua, Bay of Plenty, New Zealand"
0,31590,Sereana NAITOKATOKA,Sereana Naitokatoka,"Saturday, 2nd June, 2001",
0,31583,Tahlulah TILLETT,Tahlulah Tillett,"Sunday, 30th August, 1998",
0,31591,Tommaya KELLY-SINES,Tommaya Kelly-Sines,"Monday, 26th December, 1994",
0,31584,Rangimarie EDWARDS-BRUCE,Rangimarie Edwards-Bruce,,
0,31585,Emma MANZELMANN,Emma Manzelmann,"Friday, 30th November, 2001",
0,31592,Shirley MAILANGI,Shirley Mailangi,"Monday, 12th May, 1997",
0,31586,Charlotte SCANLAN,Charlotte Scanlan,"Saturday, 30th July, 1988","Wellington, New South Wales, Australia"
0,31593,Abbi CHURCH,Abbi Church,"Friday, 6th March, 1998",
0,31587,Phoebe DESMOND,Phoebe Desmond,,
0,31594,Therese AITON,Therese Aiton,"Saturday, 1st April, 1989",
0,31620,Hagiga MOSBY,Hagiga Mosby,"Monday, 12th June, 2000",
0,31621,Hayley MADDICK,Hayley Maddick,"Monday, 25th May, 1992",
0,31623,Jasmine PETERS,Jasmine Peters,"Sunday, 7th July, 2002",
0,31622,Mya HILL-MOANA,Mya Hill-Moana,"Monday, 6th May, 2002","Auckland, Auckland, New Zealand"
0,31624,April NGATUPUNA,April Ngatupuna,"Sunday, 20th April, 2003","Porirua, Wellington, New Zealand"
0,31615,Keele BROWNE,Keele Browne,"Friday, 16th August, 2002",
0,31616,Aliti NAMOCE-SAGANO,Aliti Namoce-Sagano,,
0,31618,Christian PIO,Christian Pio,"Thursday, 6th July, 2000",
0,31619,Jamie-Anne WRIGHT,Jamie-Anne Wright,,
0,31617,Renee TARGETT,Renee Targett,"Friday, 28th October, 1994",
0,31634,Toni HUNT,Toni Hunt,,
0,31633,Chantel TUGAGA,Chantel Tugaga,"Friday, 15th February, 2002",
0,31631,Hailee-Jay MAUNSELL,Hailee-Jay Maunsell,"Monday, 23rd February, 2004","Invercargill, Southland, New Zealand"
0,31630,Emily CURTAIN,Emily Curtain,,
0,31632,Laikha CLARKE,Laikha Clarke,"Sunday, 7th October, 2001",
0,31647,China POLATA,China Polata,"Tuesday, 26th February, 2002",
0,31646,Cobie-Jane MORGAN,Cobie-Jane Morgan,,
0,31648,Lesa Kaleti MATA'AFA,Lesa Kaleti Mata'afa,,
0,31649,Kyra SIMON,Kyra Simon,"Sunday, 11th August, 2002",
0,31650,Kararaina WIRA-KOHU,Kararaina Wira-Kohu,"Monday, 9th March, 1992","Whangarei, Northland, New Zealand"
0,31651,Alexandra SULUSI,Alexandra Sulusi,,
0,31652,Paige PARKER,Paige Parker,,
0,31653,Chantelle GRAHAM,Chantelle Graham,,
0,31654,Shannon EVANS,Shannon Evans,,
0,31668,Joeli MORRIS,Joeli 'Joels' Morris,"Tuesday, 25th December, 2001","Gosford, New South Wales, Australia"
