,player_id,player_name1,player_name2,birthday,birthplace
0,33456,Fran GOLDTHORP,Fran Goldthorp,"Saturday, 11th January, 2003","Leeds, West Yorkshire, England"
0,44309,Destiny MINO-SINAPATI,Destiny Mino-Sinapati,,
0,44607,Niall WILLIAMS-GUTHRIE,Niall Williams-Guthrie,"Thursday, 21st April, 1988",
0,34137,Shellie LONG,Shellie Long,"Monday, 14th August, 2000",
0,36968,Mia MIDDLETON,Mia Middleton,,
0,44322,Krystal BLACKWELL,Krystal Blackwell,"Sunday, 20th October, 2002",
0,34322,Chantay KIRIA-RATU,Chantay Kiria-Ratu,,
0,34117,Sareka MOOKA,Sareka Mooka,"Friday, 10th December, 1999",
0,36970,Bree CHESTER,Bree Chester,"Friday, 28th June, 2002",
0,34124,Sera KOROI,Sera Koroi,,
0,44326,Vitalina NAIKORE,Vitalina Naikore,"Friday, 25th August, 2000",
0,44316,Sheridan GALLAGHER,Sheridan Gallagher,"Wednesday, 2nd January, 2002",
0,34654,Abigail ROACHE,Abigail Roache,"Tuesday, 12th September, 2000",
0,44346,Shenai LENDILL,Shenai Lendill,"Friday, 1st October, 1999",
0,44347,Tyla NATHAN-WONG,Tyla Nathan-Wong,,
0,33614,Laishon ALBERT-JONES,Laishon Albert-Jones,"Friday, 17th October, 1997",
0,38164,Alexis TAUANEAI,Alexis Tauaneai,"Saturday, 1st January, 2005",
0,38166,Ella KOSTER,Ella Koster,,
0,38162,Jamilee BRIGHT,Jamilee Bright,"Monday, 29th December, 1997",
0,44318,Viena TINAO,Viena Tinao,,
0,44317,Tamerah LEATI,Tamerah Leati,,
0,38169,Sophie CLANCY,Sophie Clancy,"Sunday, 8th June, 2003",
0,34311,Mele HUFANGA,Mele Hufanga,"Tuesday, 18th October, 1994",
0,44281,Ashleigh WERNER,Ashleigh Werner,,
0,44609,Breanna EALES,Breanna Eales,,
0,38175,Josie LENAZ,Josie Lenaz,,
0,44338,Pihuka BERRYMAN-DUFF,Pihuka Berryman-Duff,,
0,44358,Pauline PILIAE-RASABALE,Pauline Piliae-Rasabale,"Wednesday, 3rd February, 1993",
0,44327,Jade FONUA,Jade Fonua,,
0,44331,Madeline JONES,Madeline Jones,,
0,38176,Ebony PRIOR,Ebony Prior,,
0,44356,Eliza SIILATA,Eliza Siilata,,
0,36965,Capri PAEKAU,Capri Paekau,,
0,38170,Sophie CURTAIN,Sophie Curtain,"Tuesday, 7th August, 2001",
0,33599,Shannon MURU,Shannon Muru,,
0,44333,Monique DONOVAN,Monique Donovan,,
0,44361,Taylor OSBORNE,Taylor Osborne,,
0,44357,Folau VAKI,Folau Vaki,,
0,38172,Rebecca POLLARD,Rebecca Pollard,"Tuesday, 1st June, 1999",
0,44300,Annessa BIDDLE,Annessa Biddle,,
0,44285,Cheyelle ROBINS-RETI,Cheyelle Robins-Reti,"Wednesday, 5th March, 1997",
0,34334,Mackenzie WIKI,Mackenzie Wiki,"Friday, 28th September, 2001",
0,36966,Harata BUTLER,Harata Butler,"Monday, 28th June, 1993",
0,33465,Hollie-Mae DODD,Hollie-Mae Dodd,"Saturday, 26th July, 2003","Pontefract, West Yorkshire, England"
0,44287,Emma BARNES,Emma Barnes,"Thursday, 29th April, 2004",
0,44308,Rhiannon BYERS,Rhiannon Byers,,
0,44288,Grace KEMP,Grace Kemp,"Friday, 8th June, 2001",
0,34333,Jazmon TUPOU-WITCHMAN,Jazmon Tupou-Witchman,"Friday, 19th December, 2003",
0,34325,Kerehitina MATUA,Kerehitina Matua,"Friday, 3rd September, 1999",
0,44302,Chloe SAUNDERS,Chloe Saunders,,
0,44290,Tara REINKE,Tara Reinke,"Sunday, 18th July, 1999",
0,34116,Ahlivia INGRAM,Ahlivia Ingram,,
0,44311,Sienna LOFIPO,Sienna Lofipo,"Wednesday, 4th May, 2005",
0,44310,Rilee JORGENSEN,Rilee Jorgensen,,
0,34119,Dannii PERESE,Dannii Perese,"Friday, 16th July, 2004",
0,44349,Alexandrea KIRIWI,Alexandrea Kiriwi,"Saturday, 24th May, 1997",
0,38167,Margot VELLA,Margot Vella,"Sunday, 11th April, 1999",
0,38163,Cortez TE POU,Cortez Te Pou,,
0,44339,Rosemarie BECKETT,Rosemarie Beckett,,
0,38165,Kaarla COWAN,Kaarla Cowan,"Monday, 18th May, 1998",
0,31596,Nakia DAVIS-WELSH,Nakia Davis-Welsh,,
0,44350,Amelia PASIKALA,Amelia Pasikala,"Monday, 2nd February, 2004",
0,44306,Fiona JAHNKE,Fiona Jahnke,,
0,44330,Kimberley HUNT,Kimberley Hunt,"Friday, 25th December, 1992",
0,33460,Georgia ROCHE,Georgia Roche,"Sunday, 3rd September, 2000","Dewsbury, West Yorkshire, England"
0,44329,Kelsey CLARK,Kelsey Clark,,
0,38177,Jessica KENNEDY,Jessica Kennedy,"Monday, 16th September, 2002",
0,44816,Alanna DUMMETT,Alanna Dummett,"Sunday, 28th December, 2003",
0,44345,Sarah RIORDAN,Sarah Riordan,,
0,34460,Ua RAVU,Ua Ravu,,
0,38173,Imogen GOBRAN,Imogen Gobran,"Friday, 5th September, 2003",
0,34133,Essay BANU,Essay Banu,"Sunday, 26th May, 2002",
0,34135,Jessikah REEVES,Jessikah Reeves,"Thursday, 24th May, 2001","Brisbane, Queensland, Australia"
0,44342,Tyla AMIATU,Tyla Amiatu,,
0,44312,Felila KIA,Felila Kia,,
0,44307,Georgia RAVICS,Georgia Ravics,,
0,44359,Salma NOUR,Salma Nour,"Wednesday, 1st January, 2003",
0,44730,Cheynoah AMONE,Cheynoah Amone,,
0,38168,Macie CARLILE,Macie Carlile,,
0,38157,Elise SMITH,Elise Smith,,
0,44731,Taneka TODHUNTER,Taneka Todhunter,,
0,44817,Lindsay TUI,Lindsay Tui,,
0,34120,Libby SURHA,Libby Surha,,
0,44839,Noaria KAPUA,Noaria Kapua,,
0,38161,Sophie BULLER,Sophie Buller,,
0,44786,Mia WOOD,Mia Wood,"Saturday, 16th January, 1999",
0,44284,Tafito LAFAELE,Tafito Lafaele,,
0,44289,Petesa LIO,Petesa Lio,,
0,44286,Ella RYAN,Ella Ryan,,
0,44969,Madison MULHALL,Madison Mulhall,"Sunday, 23rd May, 2004",
0,44968,Lily PEACOCK,Lily Peacock,"Sunday, 10th July, 2005",
0,44970,Brooke TALATAINA,Brooke Talataina,"Saturday, 6th March, 2004",
0,38171,Bianca BENNETTS,Bianca Bennetts,,
0,38174,Hope TEVAGA,Hope Tevaga,,
0,44971,Jae PATU,Jae Patu,,
0,44351,Lily ROGAN,Lily Rogan,"Monday, 3rd November, 2003",
0,44840,Jacinta CARTER,Jacinta Carter,,
0,44354,Tyler BENTLEY,Tyler Bentley,"Monday, 6th April, 1998",
0,45128,Millicent SCUTT,Millicent Scutt,"Sunday, 29th June, 1997",
0,45129,Alisha FOORD,Alisha Foord,"Saturday, 15th February, 1997",
0,44993,Ellie WILLIAMSON,Ellie Williamson,,
0,45130,Charlotte BASHAM,Charlotte Basham,"Wednesday, 7th September, 2005",
