,player_id,player_name1,player_name2,birthday,birthplace
0,30182,Corban BAXTER,Corban Baxter,"Sunday, 10th April, 1994",
0,30188,Jules NEWMAN,Jules Newman,,
0,30189,Atawhai TUPAEA,Atawhai Tupaea,,
0,30183,Kiana TAKAIRANGI,Kiana Takairangi,"Monday, 20th July, 1992","Caringbah, New South Wales, Australia"
0,30190,Madison BARTLETT,Madison Bartlett,"Monday, 5th December, 1994","Wairoa, Hawke's Bay, New Zealand"
0,30184,Kirra DIBB,Kirra Dibb,"Wednesday, 23rd July, 1997",
0,30191,Timaima RAVISA,Timaima Ravisa,,
0,30192,Charntay POKO,Charntay Poko,,
0,30193,Kathleen WHARTON,Kathleen Wharton,,
0,30194,Kanyon PAUL,Kanyon Paul,,
0,30185,Rebecca YOUNG,Rebecca Young,"Sunday, 27th December, 1981",
0,30195,Billy-Jean ALE,Billy-Jean Ale,,
0,30186,Aliti NAMOCE,Aliti Namoce,"Wednesday, 31st December, 1997",
0,30187,Caitlan JOHNSTON,Caitlan Johnston,"Friday, 12th January, 2001","Belmont, New South Wales, Australia"
0,30196,Stephanie MOOKA,Stephanie Mooka,,
0,30201,Tamika UPTON,Tamika Upton,"Monday, 17th March, 1997","Rockhampton, Queensland, Australia"
0,30202,Amy TURNER,Amy Turner,"Sunday, 25th March, 1984",
0,30197,Tiana PENITANI,Tiana Penitani,"Friday, 12th January, 1996",
0,30203,Millie ELLIOTT,Millie Elliott,"Tuesday, 19th May, 1998","Cobargo, New South Wales, Australia"
0,30204,Amber HALL,Amber Hall,"Saturday, 7th January, 1995","Auckland, Auckland, New Zealand"
0,30198,Shaylee BENT,Shaylee Bent,"Wednesday, 13th September, 2000","Penrith, New South Wales, Australia"
0,30205,Tarryn AIKEN,Tarryn Aiken,"Wednesday, 14th July, 1999","Gosford, New South Wales, Australia"
0,30199,Takilele KATOA,Takilele Katoa,,
0,30200,Maddison WEATHERALL,Maddison Weatherall,,
0,30206,Jessika ELLISTON,Jessika Elliston,"Friday, 17th October, 1997",
0,30207,Simone SMITH,Simone Smith,"Thursday, 8th April, 1993",
0,30208,Roela RADINIYAVUNI,Roela Radiniyavuni,,
0,30210,Najvada GEORGE,Najvada George,"Sunday, 21st February, 1999",
0,30209,Tyler REID,Tyler Reid,,
0,30211,Aaliayah FASAVALU-FAAMAUSILI,Aaliayah Fasavalu-Faamausili,,
0,30212,Tasia SEUMANUFAGAI,Tasia Seumanufagai,,
0,30213,Bobbi LAW,Bobbi Law,"Wednesday, 4th June, 1997",
0,30214,Shanice PARKER,Shanice Parker,"Saturday, 16th May, 1998","Yangebup, Western Australia, Australia"
0,30215,Quincy DODD,Quincy Dodd,"Thursday, 13th April, 2000",
0,30216,Jasmine ALLENDE,Jasmine Allende,"Wednesday, 28th August, 1996",
