,player_id,player_name_comma,player_birthday,total_matches,total_points
0,645,"WALFORD, Ricky",1963-12-08,1,-
0,1544,"WALKER, Bruce",1952-06-08,1,-
0,835,"WALKER, Chris",1980-02-27,6,16
0,22612,"WALKER, Cody",1990-01-10,5,4
0,20217,"WALKER, Dylan",1994-09-27,2,-
0,19802,"WALLACE, Jarrod",1991-07-23,6,4
0,2748,"WALLACE, Peter",1985-10-16,4,-
0,1036,"WALSH, Chris",1962-06-05,1,-
0,30858,"WALSH, Reece",2002-07-10,4+,-
0,229,"WALTERS, Kerrod",1967-10-20,6,8
0,226,"WALTERS, Kevin",1967-10-20,20,12
0,81,"WALTERS, Steve",1965-08-28,14,4
0,335,"WATERHOUSE, Trent",1981-01-08,5,-
0,828,"WATMOUGH, Anthony",1983-07-10,14,4
0,22720,"WATSON, Connor",1996-05-31,1+,-
0,131,"WEBB, Carl",1981-03-20,12,8
0,113,"WEBCKE, Shane",1974-09-28,21,4
0,21542,"WELCH, Christian",1994-07-19,6,-
0,323,"WESSER, Rhys",1979-03-31,4,-
0,1599,"WEYMAN, Michael",1984-09-13,4,-
0,750,"WHITE, Brett",1982-04-08,8,4
0,19515,"WIGHTON, Jack",1993-02-04,10,12
0,7727,"WILLIAMS, David",1986-08-04,2,8
0,7813,"WILLIAMS, Tony",1988-12-12,3,-
0,124,"WILLIAMS, Ty",1980-11-27,3,4
0,702,"WILSON, Alan",1967-09-25,2,-
0,842,"WING, Craig",1979-12-26,12,8
0,556,"WISHART, Rod",1968-10-15,22,66
0,16588,"WOODS, Aaron",1991-03-13,14,4
0,1570,"WRIGHT, Rex",1959-11-24,1,-
0,1171,"WYNN, Graeme",1959-04-19,1,-
0,1129,"WYNN, Peter",1957-12-23,4,-
0,20713,"YEO, Isaah",1994-11-06,13+,-
0,1523,"YOUNG, Craig",1956-06-25,5,-
0,809,"YOUNG, Dean",1983-10-28,1,-
0,28257,"YOUNG, Hudson",1998-06-11,3+,-
0,13566,"YOW YEH, Jharal",1989-12-22,3,8
